Pharmacy,Populations,Percent
CAJAHS MOUNTAIN DISCOUNT DRUG,[['37027030801']],[0.19732676749912065]
WARD DRUG COMPANY,"[['37127011103', '37127011104', '37127011103']]",[0.16249033255993814]
CLARKS PHARMACY,[['37117970300']],[0.1637351267459907]
MEDCARE CLINIC AND PHARMACY,"[['37179020305', '37179020310', '37179020310']]",[0.06948566979709017]
CVS - 4293,"[['37051001902', '37051001903', '37051002002', '37051002002']]",[0.2014852340107075]
LIBERTY MEDICAL SPECIALTIES,"[['37129010400', '37129010504', '37129010504']]",[0.07078986587183309]
CVS - 7941,"[['37071032406', '37119005920', '37119005921', '37119005922', '37119005923', '37119005928', '37119005928']]",[0.06669297553275454]
RITE AID - 11362,"[['37183053524', '37183053525', '37183053524']]",[0.09434320425208807]
MOORESVILLE PHARMACY,"[['37097061404', '37097061407', '37097061605', '37097061404']]",[0.10603690960275258]
ELM CITY PHARMACY INCORPORATED,"[['37127011201', '37195001301', '37195001302', '37195001301']]",[0.14873445246586067]
WINTERPARK DISCOUNT DRUG,"[['37129011502', '37129011905', '37129012011', '37129012011']]",[0.08800046622763565]
EASTER AREA HEALTH EDUCATION CENTER,[['37147000701']],[0.15867158671586715]
FAISON PHARMACY,"[['37061090201', '37061090202', '37163970102', '37061090202']]",[0.17714178825289936]
BI-LO - 640,"[['37119005829', '37119005829']]",[0.09301130524152107]
WALGREENS - 9236,"[['37081015707', '37081012508']]",[0.11077987121392797]
RITE AID - 11387,"[['37183052705', '37183052706', '37183052705']]",[0.10199789695057834]
SAM'S CLUB - 8228,[['37067003805']],[0.13403012603750383]
WALGREENS - 12349,[['37157041200']],[0.28463587921847244]
CVS - 3529,"[['37025040701', '37025040705', '37025040800', '37159051400', '37025040800']]",[0.14239823780459823]
RITE AID - 11537,[['37031970503']],[0.198427382053654]
BI-LO - 99,"[['37119006212', '37119006214', '37119006212']]",[0.06910569105691057]
WALGREENS - 10253,"[['37025042602', '37025042603', '37025042603']]",[0.10517278385919725]
CVS - 3711,"[['37081016408', '37081016405']]",[0.1305780173704702]
WAL-MART - 1751,"[['37183052507', '37183053726']]",[0.13908758543951677]
WALGREENS - 2540,"[['37189920702', '37189920601']]",[0.11475759190197123]
CVS - 4176,"[['37021001900', '37021001900']]",[0.13318112633181126]
RITE AID - 11319,"[['37067002501', '37067002200']]",[0.0763911225474429]
WAL-MART SUPERCENTER - 1036,[['37161960800']],[0.2551557700745941]
STEWART COMPOUNDING PHARMACY,"[['37051000800', '37051000800']]",[0.18165938864628822]
INGLES MARKETS - 62,"[['37021002607', '37021002607']]",[0.12200956937799043]
CVS - 3836,[['37129010700']],[0.24070125562662875]
WAL-MART SUPERCENTER - 1322,"[['37057061501', '37057061502', '37057061501']]",[0.17986968449931412]
BEST VALUE DRUG AND COMPOUNDING CENTER,"[['37147001602', '37147001800', '37147001900', '37147001800']]",[0.2102713683004323]
WAL-MART SUPERCENTER - 1849,[['37067002806']],[0.20202778820878708]
RITE AID - 11467,"[['37119000101', '37119000102', '37119000102']]",[0.008700016730801405]
HAZELWOOD PHARMACY INCORPORATED,[['37087921201']],[0.2423417290673928]
MARSHALL FAMILY PHARMACY,"[['37115010500', '37115010500']]",[0.17075185899201323]
RITE AID - 11418,"[['37147000102', '37147000400', '37147000102']]",[0.0848916801919413]
RITE AID - 11410,"[['37065020400', '37065020300']]",[0.15732036736898974]
CVS - 4169,[['37051001800']],[0.22333044232437121]
LUMBERTON DRUG COMPANY,[['37155960900']],[0.1818637274549098]
MEDICAL VILLAGE APOTHECARY,"[['37001020200', '37001020301', '37001020400', '37001020301']]",[0.1588431339321019]
HARRIS TEETER - 257,[['37183053004']],[0.09203606311044328]
CVS - 5534,"[['37097061002', '37097061102', '37097061103', '37097061104', '37097060400']]",[0.17221322779876477]
RITE AID - 11323,"[['37067003906', '37067002605']]",[0.09789715497437709]
WAL-MART SUPERCENTER - 1242,[['37089931000']],[0.21481028151774786]
BELLS DRUG STORE,"[['37031970305', '37031970305']]",[0.1270358306188925]
MOOSE SALISBURY PHARMACY,"[['37159050500', '37159050500']]",[0.0920708684286959]
MADISON PHARMACY AND GIFTS,[['37115010500']],[0.17075185899201323]
WALGREENS - 11667,"[['37127010604', '37127010604']]",[0.17611640742599097]
CVS - 7051,"[['37183054204', '37183054223', '37183054224', '37183054224']]",[0.1066571224051539]
RITE AID - 11558,"[['37111970903', '37111970400']]",[0.2209635594376962]
MINTZ COASTAL DRUG,"[['37019020511', '37019020513', '37019020514', '37019990100', '37019020514']]",[0.16848776223776224]
WAL-MART SUPERCENTER - 1527,"[['37139960502', '37139960503', '37139960600', '37139960600']]",[0.12015410546592825]
THE MEDICAP PHARMACY,"[['37183054006', '37183054012', '37183054006']]",[0.07499516160247725]
WAKE FOREST DRUG,[['37183054219']],[0.048532470533857175]
HARRIS TEETER - 4,"[['37119003013', '37119003017', '37119003013']]",[0.0832599765258216]
CARRBORO FAMILY PHARMACY,"[['37135010701', '37135010706', '37135011209', '37135011210', '37135010707']]",[0.0751011353255905]
WALGREENS - 12078,"[['37105030502', '37105030504', '37105030505', '37105030602', '37105030502']]",[0.1774913514116728]
CVS - 162,"[['37119005864', '37179021006', '37179021007', '37119005864']]",[0.037015142558319315]
OLD MAIN PHARMACY,"[['37155960404', '37155960501', '37155960502', '37155961801', '37155960502']]",[0.15475837533353098]
WALGREENS - 4547,[['37119005604']],[0.048767605633802814]
RITE AID - 11361,"[['37183053004', '37183053004']]",[0.09203606311044328]
CVS - 8959,"[['37069060401', '37069060501', '37069060502', '37077970605', '37069060501']]",[0.12864498796664242]
TAYLOE'S HOSPITAL PHARMACY,[['37013930400']],[0.26706349206349206]
ELVINGTON PHARMACY,[['37047930600']],[0.10109819121447028]
WALGREENS - 5877,[['37071031800']],[0.12279151943462897]
WALGREENS - 7397,[['37067001100']],[0.09146341463414634]
OMNICARE OF SOUTHERN PINES,[['37125951102']],[0.11048265460030166]
CVS - 2749,"[['37025042601', '37025042503']]",[0.07646760277448825]
INNES STREET DRUG COMPANY 3,[['37159050500']],[0.0920708684286959]
FAMILY CARE PHARMACY OF SWANSBORO,"[['37031970801', '37133000104', '37133000105', '37133002801', '37133002802', '37133002803', '37133000105']]",[0.1998210771157631]
CVS - 7311,[['37183053519']],[0.12399667866039303]
EAST CAROLINA UNIVERSITY BRODY SCHOOL OF MEDICINE - FAMILY PRACTICE CENTER PHARMACY,[['37147000701']],[0.15867158671586715]
HARRIS TEETER - 354,[['37195000502']],[0.12048192771084337]
RITE AID - 11531,[['37107010400']],[0.4157782515991471]
MAST DRUG,"[['37181960500', '37181960600', '37181960500']]",[0.22026481149012567]
CVS - 7566,"[['37025041702', '37159050903', '37159051001', '37159051002', '37159051101', '37159051001']]",[0.16101273768733818]
BRISSON DRUGS,"[['37155960102', '37155960102']]",[0.18822459649920437]
ROWLAND FAMILY PHARMACY,"[['37155961900', '37155961900']]",[0.2751334519572954]
HAYWOOD REGIONAL MEDICAL CENTER PHARMACY,"[['37087920501', '37087920502', '37087921000']]",[0.170313986679353]
JONESTOWN PHARMACY,[['37067003805']],[0.13403012603750383]
OMNICARE OF CAROLINA,"[['37195001402', '37195001502', '37195001402']]",[0.09655906349769422]
CVS - 3867,"[['37195001401', '37195000502']]",[0.12403100775193798]
PRESCRIPTIONS PLUS,"[['37071031706', '37045950500']]",[0.19905315257155154]
HARRIS TEETER - 122,"[['37119005515', '37119005516', '37119005517', '37119005529', '37119005525']]",[0.06625125340209138]
WAL-MART SUPERCENTER - 5747,"[['37025041602', '37025041603', '37025041604', '37179020204', '37167930801']]",[0.10893842220926582]
H AND W DRUG COMPANY,[['37035011200']],[0.10818517276081852]
CVS - 6408,"[['37035011401', '37035010204']]",[0.13237603769351583]
RITE AID - 11440,"[['37071030104', '37109071102', '37109071102']]",[0.10237425039774814]
NORTH IREDELL PHARMACY INCORPORATED,"[['37097060901', '37197050401', '37097060801']]",[0.1680157946692991]
MCLARTY DRUG AND SURGICAL SUPPLY,"[['37081013800', '37081013900', '37081014300', '37081013602']]",[0.1773545113029724]
WAL-MART SUPERCENTER - 3371,"[['37119004101', '37119003902']]",[0.12411507757192349]
THOMAS AND OAKLEY DRUG STORE,"[['37145920400', '37145920400']]",[0.24196221411998675]
COATS PHARMACY INCORPORATED,"[['37085070401', '37085070402', '37085070401']]",[0.15569801541294415]
CHOCOWINITY PHARMACY,"[['37013930900', '37013931001', '37013931002', '37147001100', '37013931002']]",[0.173859294223421]
CVS - 4398,[['37197050503']],[0.14920237722865187]
RITE AID - 11404,"[['37063001504', '37063001505']]",[0.08168442415017757]
WALGREENS - 9348,[['37133001301']],[0.22131147540983606]
J IVERSON RIDDLE DEVELOPMENTAL CENTER PHARMACY,"[['37023021301', '37023021302', '37023021301']]",[0.24180534543620777]
CVS - 7057,"[['37045951400', '37045951503', '37045951501']]",[0.12284681363861913]
WAL-MART SUPERCENTER - 1774,"[['37085071301', '37085071401', '37105030506', '37105030507', '37105030702', '37105030506']]",[0.1669313931444382]
PITTMAN'S PHARMACY INCORPORATED,"[['37015960100', '37015960401', '37015960401']]",[0.28729703915950333]
EXTENSIVE PHARMACEUTICAL SERVICES,"[['37103920300', '37107010200', '37107010300', '37107010400', '37107011301', '37107011400', '37107010400']]",[0.24053387494559697]
WALGREENS - 10274,"[['37175960301', '37175960301']]",[0.1408955223880597]
BROUGHTON HOSPITAL,[['37023020600']],[0.1459993072393488]
WALGREENS - 10707,[['37081010602']],[0.04452054794520548]
CAROLINAS MEDICAL CENTER - HOME INFUSION AND EQUIPTMENT,"[['37119003111', '37119003111']]",[0.04412209126624358]
GRANITE DRUG CENTER,[['37027031403']],[0.17273576097105509]
BLUE RIDGE HEALTH MART PHARMACY MIDTOWN,"[['37193960600', '37193961100', '37193961201', '37193960600']]",[0.1861910994764398]
WAL-MART SUPERCENTER - 3700,"[['37179020318', '37179020320', '37179020312']]",[0.10414006930512493]
RITE AID - 11427,[['37091950401']],[0.17070835992342054]
RITE AID - 11446,"[['37025041504', '37025041507', '37025042604']]",[0.10035647861128333]
WALGREENS - 6579,"[['37147000702', '37147000701']]",[0.21478453415091125]
WALGREENS - 7400,"[['37119006209', '37119006209']]",[0.06613267611419182]
CVS - 7539,"[['37159051202', '37159051301', '37159051303', '37159051303']]",[0.09649327878433664]
HARRIS TEETER - 179,"[['37119006217', '37119006218', '37119006219', '37119006208']]",[0.052346570397111915]
GUITONS DRUG STORE,[['37047930900']],[0.16059225512528474]
WALGREENS - 11202,[['37067003903']],[0.14647683397683398]
WALGREENS - 10089,"[['37067004010', '37067004102', '37067004103', '37067004104', '37067004103']]",[0.09440377804014168]
SERVICE DRUG STORE,"[['37065021300', '37065021500', '37065021600', '37065021500']]",[0.1840235792019347]
CVS - 5595,"[['37067000700', '37067000801', '37067000700']]",[0.11669908307863296]
SAM'S CLUB - 6540,"[['37119005534', '37119005534']]",[0.06296758104738155]
CVS - 1674,"[['37119006308', '37119006311', '37119006308']]",[0.0793965859468043]
KEL-SAVE DISCOUNT DRUGS,[['37099950400']],[0.1702127659574468]
PITTSBORO DISCOUNT DRUGS,"[['37037020202', '37037020801', '37037020802', '37037020803', '37037020802']]",[0.13937216338880484]
RITE AID - 11509,[['37163970701']],[0.06757464641173389]
CAROLINAS MEDICAL CENTER - UNION,"[['37179020602', '37179020602']]",[0.11983181499649614]
DENVER PHARMACY,"[['37109071201', '37109071102']]",[0.09440951953300404]
AKERS PHARMACY INCORPORATED,"[['37071032703', '37071032704', '37071032704']]",[0.16427783902976847]
RITE AID - 11423,"[['37117970100', '37117970200']]",[0.21430419037765133]
FOOD LION - 1685,"[['37101040207', '37101040208', '37101040209', '37101040210', '37101040903', '37101041001', '37101040207']]",[0.0991796300595929]
RITE AID - 11441,"[['37071033100', '37071031800']]",[0.13012086014754357]
STANLY REGIONAL MEDICAL CENTER,"[['37167930102', '37167930300', '37167931204']]",[0.18028471138845553]
BI-LO - 206,"[['37071032802', '37071032702']]",[0.21794030829780256]
THE PRESCRIPTION CENTER OF LUMBERTON,"[['37155961000', '37155961000']]",[0.16857440166493237]
FREMONT PHARMACY,"[['37191000103', '37191000200', '37191000103']]",[0.17145977429923553]
HARRIS TEETER - 200,"[['37183053409', '37183053426', '37183053408']]",[0.06357493857493858]
CVS - 4198,"[['37183052707', '37183054117', '37183052704']]",[0.08635683819863735]
PREVO DRUG INCORPORATED,"[['37151030502', '37151030600', '37151030201']]",[0.16078557630392787]
ABERDEEN PRESCRIPTION SHOPPE,"[['37125951101', '37125951102']]",[0.11093579317878384]
ANDREWS PHARMACY,"[['37067002100', '37067002200', '37067002100']]",[0.08221993833504625]
FAYETTEVILLE FAMILY MEDICAL CARE,"[['37051001800', '37051001800']]",[0.22333044232437121]
INDIAN TRAIL PHARMACY,"[['37179020313', '37179020313']]",[0.1382667964946446]
CVS - 1643,"[['37025041301', '37119006310', '37025041304']]",[0.08142612486377082]
BELMONT PHARMACY,"[['37157041501', '37157041602', '37157041502']]",[0.15544912192252752]
HARRIS TEETER - 33,"[['37081016101', '37081016102', '37081016102']]",[0.14151390644753475]
CAROLINAS MEDICAL CENTER PHARMACY,[['37025042402']],[0.10657306955966815]
CVS - 7574,"[['37121950400', '37121950400']]",[0.17935457178320233]
RITE AID - 11369,[['37101041004']],[0.14623338257016247]
WALGREENS - 9555,"[['37183054113', '37183054115']]",[0.08650883126644118]
AMERICARE PHARMACY CONSULTANTS,"[['37021003203', '37021003204', '37021003203']]",[0.074226345908106]
CVS - 1737,"[['37179021005', '37179021020']]",[0.0730050933786078]
INGLES - 80,"[['37115010700', '37115010602']]",[0.16723424957431282]
COMPREHENSIVE CANCER CENTER PHARMACY,[['37067001100']],[0.09146341463414634]
STEDMAN DRUG CENTER,"[['37051002801', '37051002802', '37051002900', '37051002802']]",[0.16132160421140126]
RED SPRINGS DRUG COMPANY,"[['37155960301', '37155960301']]",[0.24099028517706048]
WAL-MART SUPERCENTER - 1237,"[['37085070500', '37085070500']]",[0.1646897025958398]
TURNER'S FAMILY PHARMACY,"[['37039930101', '37039930102', '37039930200', '37075920100', '37075920200', '37075920300', '37039930101']]",[0.17459749552772807]
CENTRAL PHARMACY,[['37063000102']],[0.12148028962188254]
HARRIS TEETER - 268,"[['37119006216', '37119006408', '37119006408']]",[0.11976431407711029]
BENNETTS PHARMACY,[['37081010900']],[0.11958310477235326]
RITE AID - 11316,"[['37067002807', '37067002808', '37067002809', '37067002804']]",[0.1228493812254754]
WILKES FAMILY PHARMACY,"[['37193961002', '37193960700']]",[0.1899696048632219]
RXCARE INCORPORATED,"[['37157041200', '37157041200']]",[0.28463587921847244]
WALKER'S PHARMACY,"[['37035011300', '37035011402', '37035011200']]",[0.14149569017846303]
RITE AID - 11468,"[['37119003600', '37119003701', '37119003702', '37119000401']]",[0.0982753010087862]
RITE AID - 11432,[['37071032302']],[0.2255278310940499]
WALGREENS - 9135,[['37081012703']],[0.154380461572933]
GURLEY'S HEALTH MART PHARMACY,"[['37063000200', '37063000900', '37063001002', '37063001100', '37063002200']]",[0.1301195860957928]
EVERGREEN PACKAGING FAMILY PHARMACY,"[['37087921302', '37087920400']]",[0.19445255474452555]
COLONIAL PHARMACY,"[['37091950101', '37091950102', '37091950101']]",[0.19642154935116005]
SAM'S CLUB - 8129,"[['37129010501', '37129010501']]",[0.06798245614035088]
BI-LO - 445,[['37119005306']],[0.07041648776298841]
CVS - 7031,"[['37081016008', '37081016009', '37081016009']]",[0.07756587371116652]
CARRBORO COMMUNITY HEALTH CENTER PHARMACY,[['37135011300']],[0.08426966292134831]
WALGREENS - 11423,"[['37135011300', '37135011601']]",[0.06412103746397695]
ALMAND'S DRUG STORE,"[['37127010302', '37127010506']]",[0.11480730223123732]
CVS - 3385,[['37147000701']],[0.15867158671586715]
SOUTHSIDE DRUG COMPANY,"[['37181960700', '37181960800', '37181960901', '37181960902', '37181960903', '37181960700']]",[0.17135792076603357]
BI-LO - 607,"[['37179020403', '37179020406']]",[0.12844260297343407]
RITE AID - 11370,[['37077970702']],[0.32309688581314877]
HARRIS TEETER - 88,"[['37119005908', '37119005910', '37119005910']]",[0.057581708514518166]
NEIL MEDICAL GROUP,"[['37079950301', '37107010900', '37107010900']]",[0.23577386468952735]
CVS - 6401,"[['37023020500', '37023020500']]",[0.21377072819033885]
RITE AID - 11566,"[['37021001500', '37021001601', '37021001601']]",[0.14507685916078106]
RITE AID - 11412,[['37127010506']],[0.09861197431116636]
HARRIS TEETER - 209,[['37119006212']],[0.0661317772915147]
LEGACY CONSULTANT PHARMACY,"[['37067003803', '37067003804']]",[0.0883489784649365]
CVS - 1752,"[['37063002007', '37063002025', '37063002026', '37063002007']]",[0.11420602170258291]
WALGREENS - 9897,"[['37107010500', '37107010600', '37107010600']]",[0.29689009078616957]
WAL-MART SUPERCENTER - 1155,"[['37155961301', '37155961400', '37155960900']]",[0.13488472312001723]
BLOUNTS MUTUAL DRUGS,"[['37041930101', '37187950100', '37041930101']]",[0.1761545922554652]
CVS - 4441,"[['37081013601', '37081014406', '37081014410', '37081014411', '37081014412', '37081016304', '37081014410']]",[0.11668574586507717]
CVS - 7344,[['37049961201']],[0.03618272274988693]
WAL-MART - 2496,"[['37189920601', '37189920601']]",[0.1330686917500863]
BIOLOGICS,"[['37183053512', '37183053512']]",[0.053612059158134245]
MOUNT OLIVE PHARMACY,"[['37191000700', '37191000700']]",[0.1732633279483037]
WALGREENS - 6927,"[['37195000502', '37195000501']]",[0.12453703703703704]
SAM'S CLUB - 8223,"[['37183054501', '37183054502', '37183054502']]",[0.09868885922901782]
LUTHERAN SERVICES FOR THE AGING,"[['37159051102', '37159050300']]",[0.2402334979793444]
BEDDINGFIELD DRUG COMPANY,"[['37101040906', '37101041004']]",[0.12402088772845953]
RITE AID - 11491,[['37119001917']],[0.08949152542372882]
VALUE RX PHARMACY,"[['37061090302', '37061090301']]",[0.179679778612374]
FLETCHER COMMUNITY PHARMACY,"[['37089930501', '37089930800', '37089930501']]",[0.15401464850434662]
BLOWING ROCK HOSPITAL / BLOWING ROCK SKILLED NURSING FACILITY,"[['37027031000', '37189920800', '37189920800']]",[0.14195353363337793]
ELK PHARMACY,"[['37193961202', '37171930901']]",[0.21922230374174614]
MARINE CORPS EXCHANGE PHARMACY-DOD,"[['37133000500', '37133000600', '37133000600']]",[0.0]
MEDPRO RX,"[['37183053730', '37183054007', '37183053730']]",[0.05133572567783094]
CVS - 7943,[['37179021009']],[0.02494850080109865]
BI-LO - 420,"[['37097060601', '37097060603', '37097060601']]",[0.10417320363978663]
HARRIS TEETER - 30,[['37119003018']],[0.06153846153846154]
MOSES CONE HEALTH SYSTEM OUTPATIENT PHARMACY,[['37081010300']],[0.14690408741400243]
INGLES MARKETS - 116,"[['37043950101', '37043950102', '37043950201']]",[0.16492913201358791]
WALGREENS - 9458,"[['37021000500', '37021001601']]",[0.11283105575039304]
HARRIS TEETER - 342,"[['37081016007', '37081016007']]",[0.11610942249240122]
ASHWORTH REXALL DRUGS,"[['37183053507', '37183053517', '37183053507']]",[0.14300332565873625]
SPECTRUM INFUSION,[['37183052504']],[0.11024643320363164]
WAL-MART SUPERCENTER - 1641,"[['37117970200', '37117970500', '37117970200']]",[0.21773006666089517]
RITE AID - 11328,"[['37001020801', '37001020802', '37001020901', '37001020802']]",[0.15486880466472303]
CVS - 3987,"[['37137950101', '37137950103']]",[0.21362353889560662]
REALO DISCOUNT DRUG STORES,"[['37061090101', '37061090504', '37107011202', '37061090504']]",[0.14596117090835933]
WALGREENS - 10619,"[['37167930200', '37167931203']]",[0.27813357731015553]
WAL-MART SUPERCENTER - 4594,"[['37071030501', '37071030601', '37071030601']]",[0.15332151138998773]
GATEWAY PHARMACY,"[['37067003202', '37067003314', '37067003315', '37081016203', '37067003202']]",[0.12767792954708843]
MEDICAL PHARMACY OF LOCUST,"[['37167930802', '37167930801']]",[0.12581529445127138]
RITE AID - 11375,"[['37191001401', '37191001402', '37191001401']]",[0.29522586169985016]
CVS - 4846,"[['37129010300', '37129010504']]",[0.1354484919702311]
MORRISVILLE PHARMACY AND COMPOUNDING,"[['37183053616', '37183053611']]",[0.06996260905691733]
WALGREENS - 10608,"[['37071030404', '37071030901']]",[0.1510045366169799]
CAROLINAS MEDICAL CENTER - MEDICAL CENTER PLAZA,[['37119000301']],[0.025604551920341393]
CVS - 3643,"[['37067003308', '37067003311', '37067003312', '37067003307']]",[0.11168635064444804]
HARRIS TEETER - 379,[['37089931300']],[0.1675430210325048]
RITE AID - 11568,"[['37021001200', '37021001401', '37021001402']]",[0.13590116279069767]
WALGREENS - 10287,[['37119006212']],[0.0661317772915147]
HARRIS TEETER - 306,"[['37081012505', '37081012509', '37081012511', '37081012509']]",[0.08501149745662323]
RANDLEMAN DRUG,"[['37151031305', '37151031401']]",[0.1885822226886347]
CAROLINA PHARMACY,[['37151030201']],[0.20253968253968255]
OAK RIDGE FAMILY PHARMACY,"[['37081016003', '37081016201', '37081015902']]",[0.07784653465346535]
WALGREENS - 7715,"[['37147000501', '37147000501']]",[0.08591572388916216]
MEDICAL PARK PHARMACY AND HOME MEDICAL,[['37147001302']],[0.11703239289446186]
CENTRAL CAROLINA PHARMACY SERVICES,[['37025042402']],[0.10657306955966815]
CVS - 2306,[['37183053408']],[0.03736920777279522]
WAL-MART - 2000,"[['37055970102', '37055970102']]",[0.0865174672489083]
SCOTTIE'S HEALTH MART PHARMACY,[['37061090705']],[0.15675675675675677]
RITE AID - 11347,"[['37081010100', '37081010300', '37081010900', '37081011000', '37081011101', '37081012707', '37081010900']]",[0.11850819100731963]
GUY'S FAMILY PHARMACY INCORPORATED,"[['37057060500', '37057060800', '37057061000', '37057061000']]",[0.16561598461374077]
CVS - 2357,[['37119006209']],[0.06613267611419182]
NALLE PHARMACY,[['37119002600']],[0.07114933541829555]
UNIVERSITY OF NORTH CAROLINA AT GREENSBORO STUDENT HEALTH PHARMACY,"[['37081010701', '37081010702', '37081010702']]",[0.07512046999801968]
WAL-MART SUPERCENTER - 4564,"[['37191000104', '37191001103', '37191001104', '37191001102']]",[0.1318717064602173]
CVS - 7420,"[['37019020504', '37019020505', '37019020515', '37019020516', '37047931301', '37019020515']]",[0.1865477145148356]
BEST CARE PHARMACY LONG TERM CARE,[['37077970400']],[0.15896671634376552]
RITE AID - 11538,"[['37049960700', '37049960700']]",[0.2571592210767468]
SCOTLAND DRUG STORE,"[['37165010200', '37165010601', '37165010602', '37165010200']]",[0.17444643925792938]
AVACARE INCORPORATED,"[['37081016011', '37081980100', '37081016011']]",[0.0964724225297213]
EXPRESS CARE PHARMACY,[['37013930300']],[0.15948154409692872]
RITE AID - 11408,"[['37063002022', '37063002024', '37063002022']]",[0.070803277540444]
RITE AID - 11421,[['37065021000']],[0.1471861471861472]
WARREN DRUG COMPANY,"[['37085070200', '37101041203', '37101041401', '37101041402', '37101041510', '37101041402']]",[0.12386035134534133]
CVS - 3803,[['37097061403']],[0.11811577220529647]
HARRIS TEETER,"[['37129011906', '37129011906']]",[0.10448807854137447]
CVS - 7324,"[['37131920103', '37091950101']]",[0.15831926467829677]
CVS - 7321,"[['37037020105', '37037020107', '37037020105']]",[0.0995415057915058]
WALGREENS - 6480,"[['37119005533', '37119005527']]",[0.052248178849535296]
RITE AID - 11462,[['37159050201']],[0.19286719849835757]
CVS - 5264,"[['37119005816', '37119005852', '37119005816']]",[0.07536363636363637]
HARRIS TEETER - 221,[['37049960402']],[0.12514220705346984]
KAITLYN'S PHARMACY,"[['37119005913', '37119005915', '37119005915']]",[0.0754793630159246]
BEHAVIORAL HEALTH CENTER CAROLINA MEDICAL CENTER RANDOLPH PHARMACY,"[['37119002300', '37119002300']]",[0.11274663326025681]
WALGREENS - 9288,"[['37191001900', '37191001900']]",[0.1329394387001477]
BI-LO - 200,"[['37119005513', '37119005526', '37119005530', '37119005525']]",[0.05929441768206291]
WALGREENS - 6742,"[['37071032600', '37071032600']]",[0.10755508919202518]
GIBSONVILLE PHARMACY,"[['37001021600', '37081015201', '37001021701']]",[0.125998731769182]
HARRIS TEETER - 208,"[['37119002201', '37119002201']]",[0.06273338312173264]
SAM'S CLUB - 6452,"[['37021001402', '37021001402']]",[0.14234363767074049]
HARRIS TEETER - 167,"[['37119005522', '37119005522']]",[0.10434245729573986]
BI-LO - 633,"[['37071032506', '37071032506']]",[0.06757912745936698]
WALGREENS - 7549,"[['37183054106', '37183054118']]",[0.10852065613608748]
FOOD LION - 1228,"[['37181960400', '37181960400']]",[0.19405066232860796]
PHARMACY ON THE PARK,[['37119002300']],[0.11274663326025681]
RITE AID - 11315,"[['37171930101', '37171930201', '37171930301', '37171930302', '37171930302']]",[0.18482588865561428]
WALGREENS - 1376,"[['37119002905', '37119002909', '37119002909']]",[0.049277951466428466]
WALGREENS - 4869,[['37119004200']],[0.1465546218487395]
BI-LO - 717,"[['37109070400', '37109070700', '37109070100']]",[0.16938244557031357]
WALGREENS - 11691,[['37051003800']],[0.22082810539523212]
BI-LO - 444,"[['37119004306', '37119004307', '37119004306']]",[0.24335574767851426]
RURAL HEALTH GROUP AT TWIN COUNTY,"[['37083930800', '37185950103', '37083930800']]",[0.21065513584074405]
INGLES MARKETS - 30,[['37021002206']],[0.1546300398759415]
BANNER ELK PHARMACY,"[['37011930100', '37189920200', '37189921000', '37189921000']]",[0.17833193629505448]
PSA CLINIC PHARMACY,"[['37021002705', '37021003002', '37021003004', '37021003002']]",[0.2203558294404135]
CAROLINA APOTHECARY,[['37157041502']],[0.17341430499325236]
LEWISVILLE DRUG COMPANY,[['37067004011']],[0.052024088323854134]
INGLES MARKETS - 43,[['37089930600']],[0.15711610486891386]
CVS - 7335,[['37195000402']],[0.0995875073659399]
JONES DRUG HEALTH MART PHARMACY,"[['37023020100', '37023020600', '37023020500']]",[0.21416288885415039]
OMNICARE PHARMACY,"[['37035011000', '37035011000']]",[0.17078189300411523]
CAROLINAS MEDICAL CENTER - MYERS PARK PHARMACY,[['37119002701']],[0.05380710659898477]
WALGREENS - 7170,"[['37183053109', '37183053105']]",[0.10680634763203571]
CVS - 1395,"[['37063001806', '37063001900', '37063001808']]",[0.11264121382040077]
WAL-MART - 1816,"[['37183054109', '37183054114', '37183054115', '37183054115']]",[0.08610199617172545]
NAVAL HEALTH CLINIC CHERRY POINT-DOD,"[['37049961202', '37049961201']]",[0.04405444126074499]
WAL-MART - 1166,"[['37017950200', '37017950301', '37017950401', '37017950401']]",[0.1641347424042272]
DICKERSONS PHARMACY INCORPORATED,"[['37017950102', '37017950402', '37017950401']]",[0.15147959848781123]
WAL-MART - 2134,[['37119005534']],[0.06296758104738155]
RITE AID - 11350,"[['37081012621', '37081016701', '37081016702', '37081012621']]",[0.08841370943281772]
SALEM HEALTHCARE PHARMACY,"[['37067003903', '37067003905', '37067003903']]",[0.15275393977219534]
RITE AID - 11470,"[['37119005301', '37119005305', '37119005301']]",[0.09868962935230251]
WALGREENS - 10212,[['37021002000']],[0.14185843285755897]
BURTON'S PHARMACY,"[['37081010800', '37081011201', '37081010800']]",[0.14086209211763126]
MOUNT PILOT DRUG,"[['37169070301', '37169070302', '37169070400', '37171931200']]",[0.16836659275683666]
WALGREENS - 10090,[['37067003703']],[0.1433810481485863]
WAL-MART SUPERCENTER - 1354,"[['37013930300', '37013930300']]",[0.15948154409692872]
CVS - 2356,[['37183052812']],[0.10279884907140989]
RITE AID - 11469,[['37119001801']],[0.0729483282674772]
WALGREENS - 13960,"[['37155960403', '37155962001', '37155962002', '37155962001']]",[0.2030859049207673]
CVS - 3860,"[['37021003106', '37021003107']]",[0.12791327913279132]
WALGREENS - 12779,[['37021002607']],[0.12200956937799043]
UPCHURCH DRUG,"[['37063001708', '37063001710', '37063001710']]",[0.1159872481855796]
