NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,COUNTY,Geo Point,X,Y
WAL-MART SUPERCENTER - 4224,201 ZELKOVA COURT NORTHWEST,CONOVER,NC,28613,9377,CATAWBA,"35.72737112527721, -81.21098758171146",-81.210988,35.727371
CVS - 5532,4601 UNITED STATES HIGHWAY 220 NORTH,SUMMERFIELD,NC,27358,,GUILFORD,"36.19459908787758, -79.89342512067275",-79.893425,36.194599
PARKER'S OF PEACHTREE,4418 EAST UNITED STATES HIGHWAY 64 ALTERNATE,MURPHY,NC,28906,,CHEROKEE,"35.068783772852825, -83.96484990989538",-83.96485,35.068784
CARMEL FAMILY PHARMACY,10000 PARK CEDAR DRIVE,CHARLOTTE,NC,28210,8902,MECKLENBURG,"35.092711506630664, -80.86620325997245",-80.866203,35.092712
KOONCE DRUG COMPANY,112 EAST 7TH AVENUE,CHADBOURN,NC,28431,1402,COLUMBUS,"34.32946906744346, -78.82523034850173",-78.82523,34.329469
CVS - 7544,285 NORTH FAYETTEVILLE STREET,ASHEBORO,NC,27203,5529,RANDOLPH,"35.709605557850175, -79.81398842702428",-79.813988,35.709606
RITE AID - 11398,6325 FALLS OF NEUSE ROAD,RALEIGH,NC,27615,6809,WAKE,"35.8690048390021, -78.6229948492329",-78.622995,35.869005
TRENT EAST HEALTH MART PHARMACY,937 UNITED STATES HIGHWAY 70 EAST,NEW BERN,NC,28560,,CRAVEN,"35.082469446207924, -77.03324032937766",-77.03324,35.082469
WALGREENS - 10431,201 WB MCLEAN DRIVE,CAPE CARTERET,NC,28584,8515,CARTERET,"34.69018435582335, -77.06768485207425",-77.067685,34.690184
WAL-MART SUPERCENTER - 1255,901 UNITED STATES HIGHWAY 401 BYPASS,LAURINBURG,NC,28352,,SCOTLAND,"34.76177639996086, -79.48445649657002",-79.484456,34.761776
WALGREENS - 12350,5455 POTTERS ROAD,STALLINGS,NC,28104,5990,UNION,"35.07075822990832, -80.69870721246785",-80.698707,35.070758
TODD'S NORTHSIDE PROFESSIONAL PHARMACY INCORPORATED,1141 NORTH ROAD STREET,ELIZABETH CITY,NC,27909,3354,PASQUOTANK,"36.320288915301184, -76.21987212369949",-76.219872,36.320289
THE PRESCRIPTION SHOPPE,1016 MONROE STREET,CARTHAGE,NC,28327,7387,MOORE,"35.340641861232875, -79.40150966533875",-79.40151,35.340642
WAL-MART SUPERCENTER - 1097,250 TURNER STREET,ABERDEEN,NC,28315,2363,MOORE,"35.15971053950976, -79.42449346260318",-79.424493,35.159711
CVS - 7492,3610 MATTHEWS MINT HILL ROAD,MATTHEWS,NC,28105,3605,MECKLENBURG,"35.13862588917338, -80.6822403685981",-80.68224,35.138626
WALGREENS - 9757,8010 TRYON WOODS DRIVE,CARY,NC,27518,,WAKE,"35.746362566679046, -78.74224321775029",-78.742243,35.746363
HARRIS PHARMACY INCORPORATED,105 NORTH MAIN STREET,LOUISBURG,NC,27549,2570,FRANKLIN,"36.099321417349515, -78.3010134135382",-78.301013,36.099321
CONTINUING CARE RX OF NORTH CAROLINA,622 MAYWOOD AVENUE,RALEIGH,NC,27603,2340,WAKE,"35.761465138105606, -78.65593324132601",-78.655933,35.761465
KROGER,3420 SOUTHWEST DURHAM DRIVE,DURHAM,NC,27707,3351,DURHAM,"35.95145308069509, -78.98818968680455",-78.98819,35.951453
SALEMBURG PHARMACY,112 WEST COLLEGE STREET,SALEMBURG,NC,28385,,SAMPSON,"35.01560790977719, -78.50386051834822",-78.503861,35.015608
FAMILY PHARMACY,317 NORTH MAIN STREET,WALNUT COVE,NC,27052,9200,STOKES,"36.29612021447626, -80.14210750455764",-80.142107,36.29612
WAL-MART SUPERCENTER - 3658,2107 PYRAMID VILLAGE BOULEVARD,GREENSBORO,NC,27405,5100,GUILFORD,"36.10917179064556, -79.7570144805338",-79.757014,36.109172
WALGREENS - 9661,705 JAKE ALEXANDER BOULEVARD WEST,SALISBURY,NC,28147,1200,ROWAN,"35.66490579696494, -80.49990483104311",-80.499905,35.664906
CVS - 1246,612 NORTH MAIN STREET,CREEDMOOR,NC,27522,9719,GRANVILLE,"36.122212067333, -78.6855873929438",-78.685587,36.122212
WALGREENS - 7168,3441 KILDAIRE FARM ROAD,CARY,NC,27518,1545,WAKE,"35.70391129167273, -78.79381209215431",-78.793812,35.703911
HOSPITAL PHARMACY INCORPORATED,200 NORTH ELLIS AVENUE,DUNN,NC,28334,3807,HARNETT,"35.312056574551264, -78.6144262202938",-78.614426,35.312057
CVS - 3918,411 SOUTH MAIN STREET,ROLESVILLE,NC,27571,9664,WAKE,"35.91685219017642, -78.46510826733264",-78.465108,35.916852
DRUGCO DISCOUNT PHARMACY,107 SMITH CHURCH ROAD,ROANOKE RAPIDS,NC,27870,4911,HALIFAX,"36.43617398843877, -77.64698184223822",-77.646982,36.436174
CVS - 5556,7025 WINSTON HILL DRIVE,CARY,NC,27513,,WAKE,"35.79126307333216, -78.8465424445781",-78.846542,35.791263
CVS - 4116,24 WESTGATE PARKWAY,ASHEVILLE,NC,28806,3835,BUNCOMBE,"35.592050553390315, -82.5756822854091",-82.575682,35.592051
TARGET,17 MCKENNA ROAD,ARDEN,NC,28704,9201,BUNCOMBE,"35.449206641773046, -82.53637543507821",-82.536375,35.449207
WAL-MART SUPERCENTER - 1355,300 NC HIGHWAY 24,MOREHEAD CITY,NC,28557,2551,CARTERET,"34.73482972750991, -76.8116773938966",-76.811677,34.73483
CVS - 5585,122 COLLEGE PLAZA,JACKSONVILLE,NC,28546,6820,ONSLOW,"34.77334996153148, -77.39049215678759",-77.390492,34.77335
VIEWMONT PHARMACY,53 13TH AVENUE NORTHEAST,HICKORY,NC,28601,3747,CATAWBA,"35.74998735343358, -81.33650063119914",-81.336501,35.749987
TARHEEL PHARMACY,902 ROANOKE AVENUE,ELIZABETH CITY,NC,27909,5565,PASQUOTANK,"36.284494407690715, -76.23357816490036",-76.233578,36.284494
SERVANT PHARMACY,1401 SUNDAY DRIVE,RALEIGH,NC,27607,5173,WAKE,"35.798699290339975, -78.72974732318036",-78.729747,35.798699
TARGET,5420 UNIVERSITY PARKWAY,WINSTON SALEM,NC,27105,1366,FORSYTH,"36.16799838102041, -80.27920603433101",-80.279206,36.167998
PRESCRIPTIONS PLUS,703-1 EAST KING STREET,KINGS MOUNTAIN,NC,28086,3115,CLEVELAND,"35.241132553124814, -81.32965675175765",-81.329657,35.241133
WAL-MART SUPERCENTER - 3304,1624 NC HIGHWAY 14,REIDSVILLE,NC,27320,9666,ROCKINGHAM,"36.38351402055558, -79.66691110706194",-79.666911,36.383514
FAMILY PHARMACY,2124 FAYETTEVILLE ROAD,ROCKINGHAM,NC,28379,4015,RICHMOND,"34.94947127457963, -79.74277489494544",-79.742775,34.949471
BROWN GARDINER DRUG COMPANY,2101 NORTH ELM STREET,GREENSBORO,NC,27408,5111,GUILFORD,"36.101849690410845, -79.78833623872639",-79.788336,36.10185
INGLES MARKETS - 180,140 WEAVER BOULEVARD,WEAVERVILLE,NC,28787,8345,BUNCOMBE,"35.70251426681993, -82.56703223095268",-82.567032,35.702514
RITE AID - 11342,1131 SPRING LANE,SANFORD,NC,27330,3461,LEE,"35.48610609332153, -79.20223709586524",-79.202237,35.486106
CAMP GEIGER BRANCH MEDICAL CLINIC PHARMACY-DOD,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,2538,ONSLOW,"34.733787299943906, -77.45216776163288",-77.452168,34.733787
INGLES MARKETS - 121,2630 CONNELLY SPRINGS ROAD,GRANITE FALLS,NC,28630,9227,CALDWELL,"35.8032538124135, -81.53195318099448",-81.531953,35.803254
YOUR PHARMACY OF LEXINGTON / PILL TIME,100 WEST 3RD STREET,LEXINGTON,NC,27292,2362,DAVIDSON,"35.82716125658667, -80.25233764786411",-80.252338,35.827161
CVS - 7320,717 NORTH HIGHWAY STREET,MADISON,NC,27025,1507,ROCKINGHAM,"36.39579579284156, -79.96989701033871",-79.969897,36.395796
RITE AID - 11456,396 EAST ROOSEVELT BOULEVARD,MONROE,NC,28112,4043,UNION,"34.97890496998836, -80.5246725280147",-80.524672,34.978905
SHELTON PHARMACY COMPOUNDING SPECIALISTS,2315 ASHEVILLE HIGHWAY,HENDERSONVILLE,NC,28791,1500,HENDERSON,"35.343707779590304, -82.4748351961873",-82.474835,35.343708
WAL-MART SUPERCENTER - 1842,4424 WEST WENDOVER AVENUE,GREENSBORO,NC,27407,2600,GUILFORD,"36.057864262825426, -79.9009354481124",-79.900935,36.057864
CVS - 7322,200 UNITED STATES HIGHWAY 70A EAST,HILDEBRAN,NC,28637,,BURKE,"35.71543581321219, -81.41649960617188",-81.4165,35.715436
HARRIS TEETER - 104,4093 DAVIS DRIVE,MORRISVILLE,NC,27560,8805,WAKE,"35.8352491016647, -78.85845024188511",-78.85845,35.835249
HARRIS TEETER - 43,3638 ROGERS ROAD,WAKE FOREST,NC,27587,9306,WAKE,"35.94432727638268, -78.50473146858239",-78.504732,35.944327
RITE AID - 11381,402 SOUTH MAIN STREET,ROLESVILLE,NC,27571,9663,WAKE,"35.91891899411626, -78.4656797136478",-78.46568,35.918919
TAYLOR DRUG COMPANY,118 EAST MAIN STREET,CONWAY,NC,27820,,NORTHAMPTON,"36.437171350077726, -77.227731906802",-77.227732,36.437171
WAL-MART SUPERCENTER - 1197,1511 BENVENUE ROAD,ROCKY MOUNT,NC,27804,6383,NASH,"35.97802510907148, -77.81224376603693",-77.812244,35.978025
CVS - 3594,2607 CAROLINA BEACH ROAD,WILMINGTON,NC,28412,1807,NEW HANOVER,"34.190945840678, -77.93343338234472",-77.933433,34.190946
SAM'S DRUG STORE,104 WEST 27TH STREET,LUMBERTON,NC,28358,3015,ROBESON,"34.63664380686616, -79.00870309317321",-79.008703,34.636644
CVS - 5587,1137 NORTH BRAGG BOULEVARD,SPRING LAKE,NC,28390,3116,CUMBERLAND,"35.181111945459904, -78.98482783933329",-78.984828,35.181112
KROGER,350 EAST SIX FORKS ROAD,RALEIGH,NC,27609,7879,WAKE,"35.81932254170191, -78.62771398501239",-78.627714,35.819322
TARGET,3040 SOUTH EVANS STREET,GREENVILLE,NC,27834,3176,PITT,"35.578920232982334, -77.38376936206639",-77.383769,35.57892
REALO DISCOUNT DRUGS,135 BRIDGE TOWN BOULEVARD,NEW BERN,NC,28560,7192,CRAVEN,"35.11866012406544, -77.00709630005416",-77.007096,35.11866
WALGREENS - 10255,5975 WEDDINGTON MONROE ROAD,MATTHEWS,NC,28104,8201,UNION,"35.001681063430325, -80.69900005960504",-80.699,35.001681
KERR DRUG,1016 NORTH ARENDELL AVENUE,ZEBULON,NC,27597,2358,WAKE,"35.832665749624645, -78.31944206010296",-78.319442,35.832666
EAST CAROLINA UNIVERSITY STUDENT HEALTH SERVICES PHARMACY,1000 EAST 5TH STREET,GREENVILLE,NC,27858,2502,PITT,"35.60661022388267, -77.36715195729697",-77.367152,35.60661
RITE AID - 11505,906 BINGHAM DRIVE,FAYETTEVILLE,NC,28304,2842,CUMBERLAND,"35.04277556633927, -78.986495082582",-78.986495,35.042776
CVS - 2710,6911 GARRETT ROAD,DURHAM,NC,27707,5635,DURHAM,"35.92096458664631, -78.95969257505226",-78.959693,35.920965
CALABASH FAMILY PHARMACY,10080 BEACH DRIVE SOUTHWEST,CALABASH,NC,28467,2712,BRUNSWICK,"33.89127235093819, -78.57226036222589",-78.57226,33.891272
CVS - 4622,3625 SOUTH COLLEGE ROAD,WILMINGTON,NC,28412,2003,NEW HANOVER,"34.17593045762446, -77.89023588497807",-77.890236,34.17593
CVS - 3319,9915 PARK CEDAR DRIVE,CHARLOTTE,NC,28210,8905,MECKLENBURG,"35.094560967814395, -80.86557487937715",-80.865575,35.094561
EDGEWAY PHARMACY,317 WESLEYAN DRIVE,MCADENVILLE,NC,28101,,GASTON,"35.252052385808945, -81.07836377446857",-81.078364,35.252052
STOKES REYNOLDS MEMORIAL HOSPITAL,1570 NC HIGHWAY 8 AND 89 NORTH,DANBURY,NC,27016,,STOKES,"36.41797094310452, -80.23106264252692",-80.231063,36.417971
WALGREENS - 10275,5040 BEATTIES FORD ROAD,CHARLOTTE,NC,28216,2835,MECKLENBURG,"35.3046558348988, -80.85721326627916",-80.857213,35.304656
WAL-MART SUPERCENTER - 5743,5141 NC HIGHWAY 42,GARNER,NC,27529,8418,JOHNSTON,"35.60804626312454, -78.55537089185313",-78.555371,35.608046
HARRIS TEETER - 298,10140 GREEN LEVEL CHURCH ROAD,CARY,NC,27519,,WAKE,"35.82115892494442, -78.90070844144138",-78.900708,35.821159
INGLES MARKETS - 55,630 CHAMPION DRIVE,CANTON,NC,28716,3032,HAYWOOD,"35.55138799036341, -82.84899714869941",-82.848997,35.551388
RITE AID - 11502,108 ROWAN STREET,FAYETTEVILLE,NC,28301,4920,CUMBERLAND,"35.05813165035532, -78.87747060638337",-78.877471,35.058132
MASSEY HILL DRUG COMPANY,1072 SOUTHERN AVENUE,FAYETTEVILLE,NC,28306,1766,CUMBERLAND,"35.03025466432125, -78.89558119511602",-78.895581,35.030255
MEDICAL ARTS PHARMACY,924 WEST MAIN STREET,FOREST CITY,NC,28043,2518,RUTHERFORD,"35.347724144653505, -81.88627499919184",-81.886275,35.347724
TARGET,731 SUTTERS CREEK BOULEVARD,ROCKY MOUNT,NC,27804,8452,NASH,"35.97224092777656, -77.81335698373775",-77.813357,35.972241
RITE AID - 11508,1680 NC HIGHWAY 5,ABERDEEN,NC,28315,8661,MOORE,"35.16423575447645, -79.47291825407414",-79.472918,35.164236
THE DRUG STORE,626 CENTER DRIVE,LINCOLNTON,NC,28092,3712,LINCOLN,"35.46898750177177, -81.24149564770593",-81.241496,35.468987
WAL-MART - 1795,177 FOREST GATE DRIVE,PISGAH FOREST,NC,28768,7903,TRANSYLVANIA,"35.277451256670126, -82.7040153831034",-82.704015,35.277451
CVS - 2772,10730 PROVIDENCE ROAD,CHARLOTTE,NC,28277,2683,MECKLENBURG,"35.06332389248365, -80.77105594977223",-80.771056,35.063324
TARGET,1900 MATTHEWS TOWNSHIP PARKWAY,MATTHEWS,NC,28105,4660,MECKLENBURG,"35.122428559530356, -80.70569994499645",-80.7057,35.122429
KERR DRUG,1006 MONROE STREET,CARTHAGE,NC,28327,7387,MOORE,"35.34034645642378, -79.40368382404918",-79.403684,35.340347
GREENSBORO TREATMENT CENTER,207 SOUTH WESTGATE DRIVE,GREENSBORO,NC,27407,1655,GUILFORD,"36.06629454185957, -79.85983814201659",-79.859838,36.066294
HARRIS TEETER - 120,116 WEST BARBEE CHAPEL ROAD,CHAPEL HILL,NC,27517,8119,ORANGE,"35.90645583037223, -79.01081481645058",-79.010815,35.906456
MEDICAL ARTS PHARMACY OF LUMBERTON,1550 GODWIN AVENUE,LUMBERTON,NC,28358,4206,ROBESON,"34.62813680307096, -78.99584152166885",-78.995841,34.628137
HOUSER DRUG COMPANY INCORPORATED,100 EAST MAIN STREET,CHERRYVILLE,NC,28021,3407,GASTON,"35.37877833115504, -81.37936044303001",-81.37936,35.378778
PRESCRIPTION SHOPPE,1902 NORTH SANDHILLS BOULEVARD,ABERDEEN,NC,28315,2347,MOORE,"35.156298008046626, -79.4134182486532",-79.413418,35.156298
CROSSNORE DRUG,4263 LINVILLE FALLS HIGHWAY,CROSSNORE,NC,28616,,AVERY,"36.03121047528315, -81.91379288593292",-81.913793,36.031211
CVS - 7329,1802 SOUTH HORNER BOULEVARD,SANFORD,NC,27330,5839,LEE,"35.46504196551426, -79.15757591499646",-79.157576,35.465042
KERR DRUG,2412 NORTH HERRITAGE STREET,KINSTON,NC,28501,1633,LENOIR,"35.287332107091046, -77.59083537455282",-77.590835,35.287332
RITE AID - 11389,3520 WADE AVENUE,RALEIGH,NC,27607,4048,WAKE,"35.80246743352522, -78.68523566449429",-78.685236,35.802467
RITE AID - 11313,650 SOUTH MAIN STREET,KING,NC,27021,9016,STOKES,"36.264121351319254, -80.36282021108387",-80.36282,36.264121
TOWN CENTER PHARMACY,610 SOUTH BENNETT STREET,SOUTHERN PINES,NC,28387,5920,MOORE,"35.17090917102137, -79.40065120398984",-79.400651,35.170909
US BIOSERVICES,3730 GLENLAKE DRIVE,CHARLOTTE,NC,28208,6884,MECKLENBURG,"35.20091783628906, -80.91631572638964",-80.916316,35.200918
TARHEEL DRUG,300 SOUTH MIDDLETON STREET,ROBBINS,NC,27325,8407,MOORE,"35.43168103055506, -79.58812580496189",-79.588126,35.431681
INGLES - 28,5580 UNITED STATES HIGHWAY 25/70,MARSHALL,NC,28753,,MADISON,"35.81326897478333, -82.67083826597317",-82.670838,35.813269
SUPERTARGET,12830 WALKER BRANCH DRIVE,CHARLOTTE,NC,28273,8850,MECKLENBURG,"35.10036318591226, -80.98503043820412",-80.98503,35.100363
HIGH POINT REGIONAL RETAIL PHARMACY,601 NORTH ELM STREET,HIGH POINT,NC,27262,4331,GUILFORD,"35.962785385636984, -80.01343711073405",-80.013437,35.962785
WALGREENS - 12283,300 EAST CORNWALLIS DRIVE,GREENSBORO,NC,27408,5104,GUILFORD,"36.10183732473273, -79.78531223776947",-79.785312,36.101837
HARRIS TEETER - 90,13210 STRICKLAND ROAD,RALEIGH,NC,27613,5245,WAKE,"35.90924510647647, -78.72555796632706",-78.725558,35.909245
ASHEVILLE DISCOUNT PHARMACY,76 PATTON AVENUE,ASHEVILLE,NC,28801,3315,BUNCOMBE,"35.594242033942685, -82.55459145403238",-82.554592,35.594242
WAL-MART SUPERCENTER - 948,2525 UNITED STATES HIGHWAY 70 SOUTHEAST,HICKORY,NC,28602,,CATAWBA,"35.70336495532841, -81.28691803094233",-81.286918,35.703365
BI-LO - 93,6507 WILKINSON BOULEVARD,BELMONT,NC,28012,2891,GASTON,"35.2543723552, -81.04221069726582",-81.042211,35.254372
TARGET,197 OLD NEW HOPE ROAD,GASTONIA,NC,28054,4862,GASTON,"35.26045848656985, -81.15331992517439",-81.15332,35.260458
CVS - 5757,124 MONTLIEU AVENUE,HIGH POINT,NC,27262,4029,GUILFORD,"35.96587578354056, -80.01096798968095",-80.010968,35.965876
WAL-MART - 1060,1227 BURKEMONT AVENUE,MORGANTON,NC,28655,4541,BURKE,"35.71547537079168, -81.69318059320976",-81.693181,35.715475
WAL-MART SUPERCENTER - 1337,548 CC CAMP ROAD,ELKIN,NC,28621,8704,SURRY,"36.27594519781264, -80.83243973630475",-80.83244,36.275945
RITE AID - 11447,14120 STATESVILLE ROAD,HUNTERSVILLE,NC,28078,8933,MECKLENBURG,"35.40896586887969, -80.85376674044271",-80.853767,35.408966
WAL-MART SUPERCENTER - 2908,201 MONTGOMERY CROSSING,BISCOE,NC,27209,9580,MONTGOMERY,"35.35714304571494, -79.7978648013195",-79.797865,35.357143
RITE AID - 11442,110 WEST GARRISON BOULEVARD,GASTONIA,NC,28052,4330,GASTON,"35.25433910366666, -81.18257517440473",-81.182575,35.254339
RITE AID - 11401,7505 LOUISBURG ROAD,RALEIGH,NC,27616,6452,WAKE,"35.876794355575036, -78.54030310800202",-78.540303,35.876794
HARRIS TEETER - 345,2727 SOUTH CHURCH STREET,BURLINGTON,NC,27215,5103,ALAMANCE,"36.08223303042994, -79.48360849883309",-79.483609,36.082233
MEDICAL ARTS PHARMACY,511 RUIN CREEK ROAD,HENDERSON,NC,27536,5919,VANCE,"36.331173375850575, -78.44691890967994",-78.446919,36.331173
CVS - 5313,13304 LEESVILLE CHURCH ROAD,RALEIGH,NC,27617,5206,WAKE,"35.90898755862889, -78.72917233533494",-78.729172,35.908988
PORTERS NECK PHARMACY,8207 MARKET STREET,WILMINGTON,NC,28411,9192,NEW HANOVER,"34.29963237233607, -77.79194823122587",-77.791948,34.299632
WALGREENS - 11251,2531 CUTHBERTSON ROAD,WAXHAW,NC,28173,8111,UNION,"34.95617079214832, -80.75650002945277",-80.7565,34.956171
RAMSEUR PHARMACY,6215B UNITED STATES HIGHWAY 64 EAST,RAMSEUR,NC,27316,,RANDOLPH,"35.735412024845054, -79.66489410667765",-79.664894,35.735412
CVS - 2314,19305 WEST CATAWBA AVENUE,CORNELIUS,NC,28031,8649,MECKLENBURG,"35.47562671350196, -80.89192688321906",-80.891927,35.475627
RITE AID - 11360,2711 JONES FRANKLIN ROAD,CARY,NC,27518,9297,WAKE,"35.74612195396496, -78.7368672863961",-78.736867,35.746122
CVS - 5545,1115 SOUTH UNITED STATES HIGHWAY 64,MANTEO,NC,27954,,DARE,"35.890484927537315, -75.6604393516947",-75.660439,35.890485
CVS - 7512,4553 MAIN STREET,SHALLOTTE,NC,28470,4447,BRUNSWICK,"33.98087433258432, -78.37322360758337",-78.373224,33.980874
CVS - 7571,2111 ASHEVILLE HIGHWAY,HENDERSONVILLE,NC,28791,2131,HENDERSON,"35.33989820643704, -82.47664114457314",-82.476641,35.339898
RITE AID - 11565,1888 HENDERSONVILLE ROAD,ASHEVILLE,NC,28803,2399,BUNCOMBE,"35.49920946824232, -82.52091207723052",-82.520912,35.499209
RIEGELWOOD MUTUAL DRUG,27449 ANDREW JACKSON HIGHWAY EAST,DELCO,NC,28436,8822,COLUMBUS,"34.30722101723614, -78.19546239157607",-78.195462,34.307221
RITE AID - 11317,3015 OLD HOLLOW ROAD,WALKERTOWN,NC,27051,9579,FORSYTH,"36.16910542487544, -80.15009134034307",-80.150091,36.169105
RITE AID - 11348,2403 RANDLEMAN ROAD,GREENSBORO,NC,27406,4309,GUILFORD,"36.039103235825664, -79.7996672144703",-79.799667,36.039103
HARRIS TEETER - 3091,5920 CAROLINA BEACH ROAD,WILMINGTON,NC,28412,2703,NEW HANOVER,"34.12472053322601, -77.90248009797811",-77.90248,34.124721
WAL-MART - 1950,1532-1556 EAST MEMORIAL DRIVE,AHOSKIE,NC,27910,3944,HERTFORD,"36.27072979094708, -76.97222916974037",-76.972229,36.27073
FOOD LION - 2650,1460 SOUTH MAIN STREET,CHINA GROVE,NC,28023,8646,ROWAN,"35.5587850041246, -80.59586925985842",-80.595869,35.558785
EDGEWOOD PHARMACY,2213 EDGEWOOD AVENUE,BURLINGTON,NC,27215,4547,ALAMANCE,"36.09048261138337, -79.47931028893865",-79.47931,36.090483
HARRIS TEETER - 27,9720 REA ROAD,CHARLOTTE,NC,28277,6663,MECKLENBURG,"35.03636060865516, -80.80680625930141",-80.806806,35.036361
CVS - 3898,1724 FORDHAM BOULEVARD,CHAPEL HILL,NC,27514,5808,ORANGE,"35.936970575631555, -79.02167885429563",-79.021679,35.936971
CVS - 7588,612 MERRIMON AVENUE,ASHEVILLE,NC,28804,3426,BUNCOMBE,"35.619722764693776, -82.55478317960005",-82.554783,35.619723
KING HEALTHCARE PHARMACY,212 MOORE ROAD,KING,NC,27021,8703,STOKES,"36.268498687164644, -80.33955126937556",-80.339551,36.268499
MIDTOWN PHARMACY,6307 BURLINGTON ROAD,WHITSETT,NC,27377,9265,GUILFORD,"36.06474920890883, -79.60760694160705",-79.607607,36.064749
JOHNSON DRUG AND HOME MEDICAL,2200 GUM BRANCH ROAD,JACKSONVILLE,NC,28540,4568,ONSLOW,"34.79773709599015, -77.43664291533824",-77.436643,34.797737
WALGREENS - 4843,6802 WEST WILKINSON BOULEVARD,BELMONT,NC,28012,6204,GASTON,"35.25090047567641, -81.02828223123997",-81.028282,35.250901
RURAL HEALTH GROUP PHARMACY,110 DIVISION STREET,NORLINA,NC,27563,,WARREN,"36.4451160248846, -78.1925154472301",-78.192515,36.445116
CVS - 5886,5153 SUNSET LAKE ROAD,APEX,NC,27539,8792,WAKE,"35.66810190567838, -78.79866056393385",-78.798661,35.668102
MEDICAP PHARMACY,1431 RAMSEY STREET,FAYETTEVILLE,NC,28301,4405,CUMBERLAND,"35.07796529516223, -78.88193858669635",-78.881939,35.077965
CVS - 4022,210 EAST TRADE STREET,CHARLOTTE,NC,28202,2424,MECKLENBURG,"35.22530587546577, -80.84146410388522",-80.841464,35.225306
COLE'S PHARMACY,117 NORTH MAIN STREET,ROXBORO,NC,27573,5534,PERSON,"36.39416620330763, -78.98331241963243",-78.983312,36.394166
HARRIS TEETER - 367,14520 JOHN REX BOULEVARD,RALEIGH,NC,27614,,WAKE,"35.94702921482638, -78.54275432535182",-78.542754,35.947029
WALGREENS - 6813,4701 WEST MARKET STREET,GREENSBORO,NC,27407,1233,GUILFORD,"36.06910838024752, -79.86890968353501",-79.86891,36.069108
TARGET,1628 HIGHWOODS BOULEVARD,GREENSBORO,NC,27410,2048,GUILFORD,"36.11384765104821, -79.876005327284",-79.876005,36.113848
RITE AID - 11338,409 NORTH MAIN STREET,KERNERSVILLE,NC,27284,2643,FORSYTH,"36.12623969730417, -80.06976318382384",-80.069763,36.12624
THE MEDICINE SHOPPE PHARMACY,102 SOUTH MAIN STREET,BLADENBORO,NC,28320,,BLADEN,"34.53887042592941, -78.78761540532666",-78.787615,34.53887
MESH PHARMACY,700 SOUTH HOLDEN ROAD,GREENSBORO,NC,27407,2321,GUILFORD,"36.063053710760116, -79.84911370683207",-79.849114,36.063054
KERR DRUG,1106 KINGOLD BOULEVARD,SNOW HILL,NC,28580,1619,GREENE,"35.44152362111821, -77.66050305926875",-77.660503,35.441524
MAIN STREET PHARMACY,460 MAIN STREET,HIGHLANDS,NC,28741,9483,MACON,"35.05253391111107, -83.19612814879503",-83.196128,35.052534
WALGREENS - 9091,5727 HIGH POINT ROAD,GREENSBORO,NC,27407,7032,GUILFORD,"36.01434852146706, -79.89639727751232",-79.896397,36.014348
PHARMERICA,88 FRAZIER STREET,WAYNESVILLE,NC,28786,3687,HAYWOOD,"35.50439559228271, -82.9933919861512",-82.993392,35.504396
THE MEDICAP PHARMACY,6675 FALLS OF NEUSE ROAD,RALEIGH,NC,27615,6803,WAKE,"35.87483644694445, -78.62432733513835",-78.624327,35.874836
CVS - 6402,127 SOUTH MAIN STREET,DAVIDSON,NC,28036,8096,MECKLENBURG,"35.498119641008586, -80.84855151434088",-80.848551,35.49812
WALGREENS - 11353,1523 EAST 11TH STREET,SILER CITY,NC,27344,2821,CHATHAM,"35.73372695253679, -79.44185372986571",-79.441854,35.733727
RITE AID - 11445,2465 SOUTH NEW HOPE ROAD,GASTONIA,NC,28054,8433,GASTON,"35.241642681864256, -81.1244740527353",-81.124474,35.241643
WALGREENS - 10566,901 YADKINVILLE ROAD,MOCKSVILLE,NC,27028,2033,DAVIE,"35.90682102347141, -80.57699906415547",-80.576999,35.906821
MEDIPACK PHARMACY,3917 WESTPOINT BOULEVARD,WINSTON SALEM,NC,27103,6723,FORSYTH,"36.03990754989347, -80.32613411199962",-80.326134,36.039907
SENTRY DRUG CENTER,1446 EAST GASTON STREET,LINCOLNTON,NC,28092,4416,LINCOLN,"35.47318184086922, -81.23254631236237",-81.232546,35.473182
TARGET,2056 SKIBO ROAD,FAYETTEVILLE,NC,28314,2245,CUMBERLAND,"35.055225762758695, -78.97508122262029",-78.975081,35.055226
WALGREENS - 7505,301 NORTH MAIN STREET,HOLLY SPRINGS,NC,27540,9196,WAKE,"35.65541140321369, -78.83519682067673",-78.835197,35.655411
QUALITY CARE PHARMACY,1103 SEVEN LAKES DRIVE,WEST END,NC,27376,,MOORE,"35.26455152333409, -79.58277475784874",-79.582775,35.264552
PIEDMONT HEALTH MART PHARMACY,1816 EAST ARBORS DRIVE,CHARLOTTE,NC,28262,,MECKLENBURG,"35.336812265573585, -80.75458574693464",-80.754586,35.336812
WALGREENS - 12046,4211 NC HIGHWAY 11 SOUTH,WINTERVILLE,NC,28590,,PITT,"35.547496234463594, -77.40445083014166",-77.404451,35.547496
DRUGCO DISCOUNT PHARMACY,139 ELAMS ROAD,LITTLETON,NC,27850,8479,WARREN,"36.5333094847449, -77.93790241396522",-77.937902,36.53331
