Pharmacy,Populations,Percent
MEDCARE CLINIC AND PHARMACY,"[['37179020305', '37179020310', '37179020310']]",[0.9370346941754659]
CVS - 4293,"[['37051001902', '37051001903', '37051002002', '37051002002']]",[0.8253410857175753]
LIBERTY MEDICAL SPECIALTIES,"[['37129010400', '37129010504', '37129010504']]",[0.8786015896671634]
CVS - 7941,"[['37071032406', '37119005920', '37119005921', '37119005922', '37119005923', '37119005928', '37119005928']]",[0.8625690607734806]
RITE AID - 11362,"[['37183053524', '37183053525', '37183053524']]",[0.9272968868640851]
MOORESVILLE PHARMACY,"[['37097061404', '37097061407', '37097061605', '37097061404']]",[0.9541757898029403]
ELM CITY PHARMACY INCORPORATED,"[['37127011201', '37195001301', '37195001302', '37195001301']]",[0.930068713577455]
WINTERPARK DISCOUNT DRUG,"[['37129011502', '37129011905', '37129012011', '37129012011']]",[0.9237135031178973]
EASTER AREA HEALTH EDUCATION CENTER,[['37147000701']],[0.9166666666666666]
FAISON PHARMACY,"[['37061090201', '37061090202', '37163970102', '37061090202']]",[0.8244481855592967]
BI-LO - 640,"[['37119005829', '37119005829']]",[0.9100719424460432]
WALGREENS - 9236,"[['37081015707', '37081012508']]",[0.9531361793465299]
RITE AID - 11387,"[['37183052705', '37183052706', '37183052705']]",[0.8322467577988083]
SAM'S CLUB - 8228,[['37067003805']],[0.8837995696280356]
WALGREENS - 12349,[['37157041200']],[0.9249555950266429]
CVS - 3529,"[['37025040701', '37025040705', '37025040800', '37159051400', '37025040800']]",[0.8918360791152311]
RITE AID - 11537,[['37031970503']],[0.9167437557816837]
BI-LO - 99,"[['37119006212', '37119006214', '37119006212']]",[0.941869918699187]
WALGREENS - 10253,"[['37025042602', '37025042603', '37025042603']]",[0.9175359519210131]
CVS - 3711,"[['37081016408', '37081016405']]",[0.9320155735250075]
WAL-MART - 1751,"[['37183052507', '37183053726']]",[0.8987442378000318]
WALGREENS - 2540,"[['37189920702', '37189920601']]",[0.9062333510921684]
CVS - 4176,"[['37021001900', '37021001900']]",[0.9327752409944191]
RITE AID - 11319,"[['37067002501', '37067002200']]",[0.9470890961724027]
WAL-MART SUPERCENTER - 1036,[['37161960800']],[0.8211935059236507]
STEWART COMPOUNDING PHARMACY,"[['37051000800', '37051000800']]",[0.9]
INGLES MARKETS - 62,"[['37021002607', '37021002607']]",[0.8423710792131844]
CVS - 3836,[['37129010700']],[0.8858090499881545]
WAL-MART SUPERCENTER - 1322,"[['37057061501', '37057061502', '37057061501']]",[0.8737997256515775]
BEST VALUE DRUG AND COMPOUNDING CENTER,"[['37147001602', '37147001800', '37147001900', '37147001800']]",[0.9201520912547528]
WAL-MART SUPERCENTER - 1849,[['37067002806']],[0.8854675178370259]
RITE AID - 11467,"[['37119000101', '37119000102', '37119000102']]",[0.9641960849924711]
HAZELWOOD PHARMACY INCORPORATED,[['37087921201']],[0.7937372362151123]
MARSHALL FAMILY PHARMACY,"[['37115010500', '37115010500']]",[0.911594602038006]
RITE AID - 11418,"[['37147000102', '37147000400', '37147000102']]",[0.9345847152635665]
RITE AID - 11410,"[['37065020400', '37065020300']]",[0.9088060507833603]
CVS - 4169,[['37051001800']],[0.8018213356461406]
LUMBERTON DRUG COMPANY,[['37155960900']],[0.8962925851703407]
MEDICAL VILLAGE APOTHECARY,"[['37001020200', '37001020301', '37001020400', '37001020301']]",[0.8312715358978704]
HARRIS TEETER - 257,[['37183053004']],[0.9752066115702479]
CVS - 5534,"[['37097061002', '37097061102', '37097061103', '37097061104', '37097060400']]",[0.8671223841218445]
RITE AID - 11323,"[['37067003906', '37067002605']]",[0.9568828414914295]
WAL-MART SUPERCENTER - 1242,[['37089931000']],[0.8888208894328845]
BELLS DRUG STORE,"[['37031970305', '37031970305']]",[0.9060803474484256]
MOOSE SALISBURY PHARMACY,"[['37159050500', '37159050500']]",[0.9483009003775777]
MADISON PHARMACY AND GIFTS,[['37115010500']],[0.911594602038006]
WALGREENS - 11667,"[['37127010604', '37127010604']]",[0.8943803311590567]
CVS - 7051,"[['37183054204', '37183054223', '37183054224', '37183054224']]",[0.9469192225097737]
RITE AID - 11558,"[['37111970903', '37111970400']]",[0.8571038624266412]
MINTZ COASTAL DRUG,"[['37019020511', '37019020513', '37019020514', '37019990100', '37019020514']]",[0.9145541958041958]
WAL-MART SUPERCENTER - 1527,"[['37139960502', '37139960503', '37139960600', '37139960600']]",[0.8979051288225379]
THE MEDICAP PHARMACY,"[['37183054006', '37183054012', '37183054006']]",[0.9265531256047997]
WAKE FOREST DRUG,[['37183054219']],[0.9382944303212387]
HARRIS TEETER - 4,"[['37119003013', '37119003017', '37119003013']]",[0.9647153755868545]
CARRBORO FAMILY PHARMACY,"[['37135010701', '37135010706', '37135011209', '37135011210', '37135010707']]",[0.9412110139631998]
WALGREENS - 12078,"[['37105030502', '37105030504', '37105030505', '37105030602', '37105030502']]",[0.873619015734851]
CVS - 162,"[['37119005864', '37179021006', '37179021007', '37119005864']]",[0.9577099722613797]
OLD MAIN PHARMACY,"[['37155960404', '37155960501', '37155960502', '37155961801', '37155960502']]",[0.8769641268900089]
WALGREENS - 4547,[['37119005604']],[0.967605633802817]
RITE AID - 11361,"[['37183053004', '37183053004']]",[0.9752066115702479]
CVS - 8959,"[['37069060401', '37069060501', '37069060502', '37077970605', '37069060501']]",[0.9093860189175575]
TAYLOE'S HOSPITAL PHARMACY,[['37013930400']],[0.9486111111111111]
ELVINGTON PHARMACY,[['37047930600']],[0.7968346253229974]
WALGREENS - 5877,[['37071031800']],[0.8713191990577149]
WALGREENS - 7397,[['37067001100']],[0.9065040650406504]
OMNICARE OF SOUTHERN PINES,[['37125951102']],[0.8946078431372549]
CVS - 2749,"[['37025042601', '37025042503']]",[0.9319912028421586]
INNES STREET DRUG COMPANY 3,[['37159050500']],[0.9483009003775777]
FAMILY CARE PHARMACY OF SWANSBORO,"[['37031970801', '37133000104', '37133000105', '37133002801', '37133002802', '37133002803', '37133000105']]",[0.9163356593308284]
CVS - 7311,[['37183053519']],[0.8386382507611403]
EAST CAROLINA UNIVERSITY BRODY SCHOOL OF MEDICINE - FAMILY PRACTICE CENTER PHARMACY,[['37147000701']],[0.9166666666666666]
HARRIS TEETER - 354,[['37195000502']],[0.9700738437621453]
RITE AID - 11531,[['37107010400']],[0.8486140724946695]
MAST DRUG,"[['37181960500', '37181960600', '37181960500']]",[0.8829667863554758]
CVS - 7566,"[['37025041702', '37159050903', '37159051001', '37159051002', '37159051101', '37159051001']]",[0.8970784400910209]
BRISSON DRUGS,"[['37155960102', '37155960102']]",[0.8026824278245056]
ROWLAND FAMILY PHARMACY,"[['37155961900', '37155961900']]",[0.8754448398576512]
HAYWOOD REGIONAL MEDICAL CENTER PHARMACY,"[['37087920501', '37087920502', '37087921000']]",[0.8778940691405012]
JONESTOWN PHARMACY,[['37067003805']],[0.8837995696280356]
OMNICARE OF CAROLINA,"[['37195001402', '37195001502', '37195001402']]",[0.8855622561191911]
CVS - 3867,"[['37195001401', '37195000502']]",[0.9343507751937985]
PRESCRIPTIONS PLUS,"[['37071031706', '37045950500']]",[0.8816440714439423]
HARRIS TEETER - 122,"[['37119005515', '37119005516', '37119005517', '37119005529', '37119005525']]",[0.9322446640882395]
WAL-MART SUPERCENTER - 5747,"[['37025041602', '37025041603', '37025041604', '37179020204', '37167930801']]",[0.9119164013095932]
H AND W DRUG COMPANY,[['37035011200']],[0.8795706138879571]
CVS - 6408,"[['37035011401', '37035010204']]",[0.8470944581557102]
RITE AID - 11440,"[['37071030104', '37109071102', '37109071102']]",[0.9448659894749725]
NORTH IREDELL PHARMACY INCORPORATED,"[['37097060901', '37197050401', '37097060801']]",[0.8106614017769003]
MCLARTY DRUG AND SURGICAL SUPPLY,"[['37081013800', '37081013900', '37081014300', '37081013602']]",[0.8082778619916958]
WAL-MART SUPERCENTER - 3371,"[['37119004101', '37119003902']]",[0.8406386503991565]
THOMAS AND OAKLEY DRUG STORE,"[['37145920400', '37145920400']]",[0.8578057673185283]
COATS PHARMACY INCORPORATED,"[['37085070401', '37085070402', '37085070401']]",[0.8552138034508627]
CHOCOWINITY PHARMACY,"[['37013930900', '37013931001', '37013931002', '37147001100', '37013931002']]",[0.8663182737693864]
CVS - 4398,[['37197050503']],[0.8432905849233656]
RITE AID - 11404,"[['37063001504', '37063001505']]",[0.8143074581430746]
WALGREENS - 9348,[['37133001301']],[0.9079851930195664]
J IVERSON RIDDLE DEVELOPMENTAL CENTER PHARMACY,"[['37023021301', '37023021302', '37023021301']]",[0.8651874264582283]
CVS - 7057,"[['37045951400', '37045951503', '37045951501']]",[0.8704189409513008]
WAL-MART SUPERCENTER - 1774,"[['37085071301', '37085071401', '37105030506', '37105030507', '37105030702', '37105030506']]",[0.8678075523902239]
PITTMAN'S PHARMACY INCORPORATED,"[['37015960100', '37015960401', '37015960401']]",[0.8863419293218721]
EXTENSIVE PHARMACEUTICAL SERVICES,"[['37103920300', '37107010200', '37107010300', '37107010400', '37107011301', '37107011400', '37107010400']]",[0.8946757580153779]
WALGREENS - 10274,"[['37175960301', '37175960301']]",[0.8907462686567165]
BROUGHTON HOSPITAL,[['37023020600']],[0.857637686179425]
WALGREENS - 10707,[['37081010602']],[0.9315068493150684]
CAROLINAS MEDICAL CENTER - HOME INFUSION AND EQUIPTMENT,"[['37119003111', '37119003111']]",[0.8933212450891508]
GRANITE DRUG CENTER,[['37027031403']],[0.8646125116713352]
BLUE RIDGE HEALTH MART PHARMACY MIDTOWN,"[['37193960600', '37193961100', '37193961201', '37193960600']]",[0.8950425392670157]
WAL-MART SUPERCENTER - 3700,"[['37179020318', '37179020320', '37179020312']]",[0.8900237096480029]
RITE AID - 11427,[['37091950401']],[0.8915124441608169]
RITE AID - 11446,"[['37025041504', '37025041507', '37025042604']]",[0.9426534407935524]
WALGREENS - 6579,"[['37147000702', '37147000701']]",[0.9064895247828308]
WALGREENS - 7400,"[['37119006209', '37119006209']]",[0.8864243171082358]
CVS - 7539,"[['37159051202', '37159051301', '37159051303', '37159051303']]",[0.8897136177673874]
HARRIS TEETER - 179,"[['37119006217', '37119006218', '37119006219', '37119006208']]",[0.9401192905352378]
GUITONS DRUG STORE,[['37047930900']],[0.8724373576309795]
WALGREENS - 11202,[['37067003903']],[0.8856177606177607]
WALGREENS - 10089,"[['37067004010', '37067004102', '37067004103', '37067004104', '37067004103']]",[0.947012987012987]
SERVICE DRUG STORE,"[['37065021300', '37065021500', '37065021600', '37065021500']]",[0.9082527206771464]
CVS - 5595,"[['37067000700', '37067000801', '37067000700']]",[0.8895526535148652]
SAM'S CLUB - 6540,"[['37119005534', '37119005534']]",[0.936616791354946]
CVS - 1674,"[['37119006308', '37119006311', '37119006308']]",[0.9668122270742358]
KEL-SAVE DISCOUNT DRUGS,[['37099950400']],[0.8290780141843972]
PITTSBORO DISCOUNT DRUGS,"[['37037020202', '37037020801', '37037020802', '37037020803', '37037020802']]",[0.9481845688350984]
RITE AID - 11509,[['37163970701']],[0.8255631220534311]
CAROLINAS MEDICAL CENTER - UNION,"[['37179020602', '37179020602']]",[0.7783228217706143]
DENVER PHARMACY,"[['37109071201', '37109071102']]",[0.9717108217332735]
AKERS PHARMACY INCORPORATED,"[['37071032703', '37071032704', '37071032704']]",[0.8947579432695199]
RITE AID - 11423,"[['37117970100', '37117970200']]",[0.9304190377651319]
FOOD LION - 1685,"[['37101040207', '37101040208', '37101040209', '37101040210', '37101040903', '37101041001', '37101040207']]",[0.9150994505069268]
RITE AID - 11441,"[['37071033100', '37071031800']]",[0.8989169675090253]
STANLY REGIONAL MEDICAL CENTER,"[['37167930102', '37167930300', '37167931204']]",[0.8872854914196567]
BI-LO - 206,"[['37071032802', '37071032702']]",[0.8755329616267629]
THE PRESCRIPTION CENTER OF LUMBERTON,"[['37155961000', '37155961000']]",[0.8694068678459937]
FREMONT PHARMACY,"[['37191000103', '37191000200', '37191000103']]",[0.8787768474699672]
HARRIS TEETER - 200,"[['37183053409', '37183053426', '37183053408']]",[0.9551597051597052]
CVS - 4198,"[['37183052707', '37183054117', '37183052704']]",[0.809671522738603]
PREVO DRUG INCORPORATED,"[['37151030502', '37151030600', '37151030201']]",[0.8653573728267868]
ABERDEEN PRESCRIPTION SHOPPE,"[['37125951101', '37125951102']]",[0.9184367034834324]
ANDREWS PHARMACY,"[['37067002100', '37067002200', '37067002100']]",[0.91379753340185]
FAYETTEVILLE FAMILY MEDICAL CARE,"[['37051001800', '37051001800']]",[0.8018213356461406]
INDIAN TRAIL PHARMACY,"[['37179020313', '37179020313']]",[0.8442064264849075]
CVS - 1643,"[['37025041301', '37119006310', '37025041304']]",[0.9430691784731953]
BELMONT PHARMACY,"[['37157041501', '37157041602', '37157041502']]",[0.9115200403327451]
HARRIS TEETER - 33,"[['37081016101', '37081016102', '37081016102']]",[0.8755530973451328]
CAROLINAS MEDICAL CENTER PHARMACY,[['37025042402']],[0.8578493937460114]
CVS - 7574,"[['37121950400', '37121950400']]",[0.904013239553165]
RITE AID - 11369,[['37101041004']],[0.7656326932545544]
WALGREENS - 9555,"[['37183054113', '37183054115']]",[0.8809470124013529]
AMERICARE PHARMACY CONSULTANTS,"[['37021003203', '37021003204', '37021003203']]",[0.9118839935551976]
CVS - 1737,"[['37179021005', '37179021020']]",[0.8718732314657611]
INGLES - 80,"[['37115010700', '37115010602']]",[0.904889321333009]
COMPREHENSIVE CANCER CENTER PHARMACY,[['37067001100']],[0.9065040650406504]
STEDMAN DRUG CENTER,"[['37051002801', '37051002802', '37051002900', '37051002802']]",[0.8697097734986493]
RED SPRINGS DRUG COMPANY,"[['37155960301', '37155960301']]",[0.8332811031024757]
WAL-MART SUPERCENTER - 1237,"[['37085070500', '37085070500']]",[0.8672855423757951]
TURNER'S FAMILY PHARMACY,"[['37039930101', '37039930102', '37039930200', '37075920100', '37075920200', '37075920300', '37039930101']]",[0.8494335122242099]
CENTRAL PHARMACY,[['37063000102']],[0.7951193349423438]
HARRIS TEETER - 268,"[['37119006216', '37119006408', '37119006408']]",[0.9262200589214807]
BENNETTS PHARMACY,[['37081010900']],[0.9857377948436643]
RITE AID - 11316,"[['37067002807', '37067002808', '37067002809', '37067002804']]",[0.9223060670087534]
WILKES FAMILY PHARMACY,"[['37193961002', '37193960700']]",[0.8937255753365175]
RXCARE INCORPORATED,"[['37157041200', '37157041200']]",[0.9249555950266429]
WALKER'S PHARMACY,"[['37035011300', '37035011402', '37035011200']]",[0.8662134272186476]
RITE AID - 11468,"[['37119003600', '37119003701', '37119003702', '37119000401']]",[0.9247206855407311]
RITE AID - 11432,[['37071032302']],[0.9049904030710173]
WALGREENS - 9135,[['37081012703']],[0.847860183732915]
GURLEY'S HEALTH MART PHARMACY,"[['37063000200', '37063000900', '37063001002', '37063001100', '37063002200']]",[0.7698742177334408]
EVERGREEN PACKAGING FAMILY PHARMACY,"[['37087921302', '37087920400']]",[0.8874452554744525]
COLONIAL PHARMACY,"[['37091950101', '37091950102', '37091950101']]",[0.9193865513173417]
SAM'S CLUB - 8129,"[['37129010501', '37129010501']]",[0.7412280701754386]
BI-LO - 445,[['37119005306']],[0.6899957063117218]
CVS - 7031,"[['37081016008', '37081016009', '37081016009']]",[0.9710223060853157]
CARRBORO COMMUNITY HEALTH CENTER PHARMACY,[['37135011300']],[0.9353932584269663]
WALGREENS - 11423,"[['37135011300', '37135011601']]",[0.9497478386167147]
ALMAND'S DRUG STORE,"[['37127010302', '37127010506']]",[0.9327924273157538]
CVS - 3385,[['37147000701']],[0.9166666666666666]
SOUTHSIDE DRUG COMPANY,"[['37181960700', '37181960800', '37181960901', '37181960902', '37181960903', '37181960700']]",[0.8640500868101226]
BI-LO - 607,"[['37179020403', '37179020406']]",[0.7941749939068974]
RITE AID - 11370,[['37077970702']],[0.8481833910034602]
HARRIS TEETER - 88,"[['37119005908', '37119005910', '37119005910']]",[0.9061579464160471]
NEIL MEDICAL GROUP,"[['37079950301', '37107010900', '37107010900']]",[0.8869323447636701]
CVS - 6401,"[['37023020500', '37023020500']]",[0.839942321557318]
RITE AID - 11566,"[['37021001500', '37021001601', '37021001601']]",[0.8861653510594101]
RITE AID - 11412,[['37127010506']],[0.929562875492024]
HARRIS TEETER - 209,[['37119006212']],[0.9360564065159251]
LEGACY CONSULTANT PHARMACY,"[['37067003803', '37067003804']]",[0.9027056874654886]
CVS - 1752,"[['37063002007', '37063002025', '37063002026', '37063002007']]",[0.8574812777013602]
WALGREENS - 9897,"[['37107010500', '37107010600', '37107010600']]",[0.8986864979717983]
WAL-MART SUPERCENTER - 1155,"[['37155961301', '37155961400', '37155960900']]",[0.9102564102564102]
BLOUNTS MUTUAL DRUGS,"[['37041930101', '37187950100', '37041930101']]",[0.9030067895247332]
CVS - 4441,"[['37081013601', '37081014406', '37081014410', '37081014411', '37081014412', '37081016304', '37081014410']]",[0.9111040934749142]
CVS - 7344,[['37049961201']],[0.9687924016282226]
WAL-MART - 2496,"[['37189920601', '37189920601']]",[0.9099068001380739]
BIOLOGICS,"[['37183053512', '37183053512']]",[0.9732650739476678]
MOUNT OLIVE PHARMACY,"[['37191000700', '37191000700']]",[0.8291599353796446]
WALGREENS - 6927,"[['37195000502', '37195000501']]",[0.9651620370370371]
SAM'S CLUB - 8223,"[['37183054501', '37183054502', '37183054502']]",[0.7176729214100651]
LUTHERAN SERVICES FOR THE AGING,"[['37159051102', '37159050300']]",[0.9149827870079329]
BEDDINGFIELD DRUG COMPANY,"[['37101040906', '37101041004']]",[0.8519582245430809]
RITE AID - 11491,[['37119001917']],[0.7575141242937853]
VALUE RX PHARMACY,"[['37061090302', '37061090301']]",[0.8910851947025104]
FLETCHER COMMUNITY PHARMACY,"[['37089930501', '37089930800', '37089930501']]",[0.8600177972482717]
BLOWING ROCK HOSPITAL / BLOWING ROCK SKILLED NURSING FACILITY,"[['37027031000', '37189920800', '37189920800']]",[0.9114462960710376]
ELK PHARMACY,"[['37193961202', '37171930901']]",[0.8443140132061628]
MARINE CORPS EXCHANGE PHARMACY-DOD,"[['37133000500', '37133000600', '37133000600']]",[0.9675324675324676]
MEDPRO RX,"[['37183053730', '37183054007', '37183053730']]",[0.9071969696969697]
CVS - 7943,[['37179021009']],[0.9766536964980544]
BI-LO - 420,"[['37097060601', '37097060603', '37097060601']]",[0.8987292124254785]
HARRIS TEETER - 30,[['37119003018']],[0.9850202429149798]
MOSES CONE HEALTH SYSTEM OUTPATIENT PHARMACY,[['37081010300']],[0.8636179684338324]
INGLES MARKETS - 116,"[['37043950101', '37043950102', '37043950201']]",[0.8499472882745696]
WALGREENS - 9458,"[['37021000500', '37021001601']]",[0.9259886322408998]
HARRIS TEETER - 342,"[['37081016007', '37081016007']]",[0.9144883485309018]
ASHWORTH REXALL DRUGS,"[['37183053507', '37183053517', '37183053507']]",[0.874136607828089]
SPECTRUM INFUSION,[['37183052504']],[0.9393284334918576]
WAL-MART SUPERCENTER - 1641,"[['37117970200', '37117970500', '37117970200']]",[0.9237295472253485]
RITE AID - 11328,"[['37001020801', '37001020802', '37001020901', '37001020802']]",[0.7987755102040817]
CVS - 3987,"[['37137950101', '37137950103']]",[0.901652559451834]
REALO DISCOUNT DRUG STORES,"[['37061090101', '37061090504', '37107011202', '37061090504']]",[0.8612815612111457]
WALGREENS - 10619,"[['37167930200', '37167931203']]",[0.911863372979567]
WAL-MART SUPERCENTER - 4594,"[['37071030501', '37071030601', '37071030601']]",[0.8955122084299549]
GATEWAY PHARMACY,"[['37067003202', '37067003314', '37067003315', '37081016203', '37067003202']]",[0.9238437574886174]
MEDICAL PHARMACY OF LOCUST,"[['37167930802', '37167930801']]",[0.8918612345212212]
RITE AID - 11375,"[['37191001401', '37191001402', '37191001401']]",[0.922286448298009]
CVS - 4846,"[['37129010300', '37129010504']]",[0.8499804151978065]
MORRISVILLE PHARMACY AND COMPOUNDING,"[['37183053616', '37183053611']]",[0.9687577897798089]
WALGREENS - 10608,"[['37071030404', '37071030901']]",[0.9289263339814214]
CAROLINAS MEDICAL CENTER - MEDICAL CENTER PLAZA,[['37119000301']],[0.972972972972973]
CVS - 3643,"[['37067003308', '37067003311', '37067003312', '37067003307']]",[0.9333980477808337]
HARRIS TEETER - 379,[['37089931300']],[0.8271988527724665]
RITE AID - 11568,"[['37021001200', '37021001401', '37021001402']]",[0.8255813953488372]
WALGREENS - 10287,[['37119006212']],[0.9360564065159251]
HARRIS TEETER - 306,"[['37081012505', '37081012509', '37081012511', '37081012509']]",[0.9698975681137203]
RANDLEMAN DRUG,"[['37151031305', '37151031401']]",[0.8891803966838073]
CAROLINA PHARMACY,[['37151030201']],[0.8476190476190476]
OAK RIDGE FAMILY PHARMACY,"[['37081016003', '37081016201', '37081015902']]",[0.963799504950495]
WALGREENS - 7715,"[['37147000501', '37147000501']]",[0.9162157730775538]
MEDICAL PARK PHARMACY AND HOME MEDICAL,[['37147001302']],[0.8321142459073494]
CENTRAL CAROLINA PHARMACY SERVICES,[['37025042402']],[0.8578493937460114]
CVS - 2306,[['37183053408']],[0.9738415545590433]
WAL-MART - 2000,"[['37055970102', '37055970102']]",[0.9295851528384279]
SCOTTIE'S HEALTH MART PHARMACY,[['37061090705']],[0.974903474903475]
RITE AID - 11347,"[['37081010100', '37081010300', '37081010900', '37081011000', '37081011101', '37081012707', '37081010900']]",[0.891699447293731]
GUY'S FAMILY PHARMACY INCORPORATED,"[['37057060500', '37057060800', '37057061000', '37057061000']]",[0.84811411475585]
CVS - 2357,[['37119006209']],[0.8864243171082358]
NALLE PHARMACY,[['37119002600']],[0.9366692728694292]
UNIVERSITY OF NORTH CAROLINA AT GREENSBORO STUDENT HEALTH PHARMACY,"[['37081010701', '37081010702', '37081010702']]",[0.9490395405637336]
WAL-MART SUPERCENTER - 4564,"[['37191000104', '37191001103', '37191001104', '37191001102']]",[0.892459826946848]
CVS - 7420,"[['37019020504', '37019020505', '37019020515', '37019020516', '37047931301', '37019020515']]",[0.9163993584603047]
BEST CARE PHARMACY LONG TERM CARE,[['37077970400']],[0.849478390461997]
RITE AID - 11538,"[['37049960700', '37049960700']]",[0.9289805269186713]
SCOTLAND DRUG STORE,"[['37165010200', '37165010601', '37165010602', '37165010200']]",[0.8668461998803112]
AVACARE INCORPORATED,"[['37081016011', '37081980100', '37081016011']]",[0.9298382381602027]
EXPRESS CARE PHARMACY,[['37013930300']],[0.8585517047055509]
RITE AID - 11408,"[['37063002022', '37063002024', '37063002022']]",[0.9396316268646264]
RITE AID - 11421,[['37065021000']],[0.9513819513819514]
WARREN DRUG COMPANY,"[['37085070200', '37101041203', '37101041401', '37101041402', '37101041510', '37101041402']]",[0.8933177674004892]
CVS - 3803,[['37097061403']],[0.9784391844387157]
HARRIS TEETER,"[['37129011906', '37129011906']]",[0.9344319775596073]
CVS - 7324,"[['37131920103', '37091950101']]",[0.9045207278184205]
CVS - 7321,"[['37037020105', '37037020107', '37037020105']]",[0.9880550193050193]
WALGREENS - 6480,"[['37119005533', '37119005527']]",[0.9241396634011555]
RITE AID - 11462,[['37159050201']],[0.8920694509619896]
CVS - 5264,"[['37119005816', '37119005852', '37119005816']]",[0.9500909090909091]
HARRIS TEETER - 221,[['37049960402']],[0.911490329920364]
KAITLYN'S PHARMACY,"[['37119005913', '37119005915', '37119005915']]",[0.8552973675658109]
BEHAVIORAL HEALTH CENTER CAROLINA MEDICAL CENTER RANDOLPH PHARMACY,"[['37119002300', '37119002300']]",[0.8969621046038209]
WALGREENS - 9288,"[['37191001900', '37191001900']]",[0.9153126538650911]
BI-LO - 200,"[['37119005513', '37119005526', '37119005530', '37119005525']]",[0.934613204873902]
WALGREENS - 6742,"[['37071032600', '37071032600']]",[0.9493704092339978]
GIBSONVILLE PHARMACY,"[['37001021600', '37081015201', '37001021701']]",[0.9275840202916931]
HARRIS TEETER - 208,"[['37119002201', '37119002201']]",[0.9626587005227782]
SAM'S CLUB - 6452,"[['37021001402', '37021001402']]",[0.7171099928109274]
HARRIS TEETER - 167,"[['37119005522', '37119005522']]",[0.8400905536118543]
BI-LO - 633,"[['37071032506', '37071032506']]",[0.9341317365269461]
WALGREENS - 7549,"[['37183054106', '37183054118']]",[0.8285236938031592]
FOOD LION - 1228,"[['37181960400', '37181960400']]",[0.9339995352079944]
PHARMACY ON THE PARK,[['37119002300']],[0.8969621046038209]
RITE AID - 11315,"[['37171930101', '37171930201', '37171930301', '37171930302', '37171930302']]",[0.8964019402012596]
WALGREENS - 1376,"[['37119002905', '37119002909', '37119002909']]",[0.9675450349858568]
WALGREENS - 4869,[['37119004200']],[0.8258823529411765]
BI-LO - 717,"[['37109070400', '37109070700', '37109070100']]",[0.8720388881281665]
WALGREENS - 11691,[['37051003800']],[0.8707653701380176]
BI-LO - 444,"[['37119004306', '37119004307', '37119004306']]",[0.8426993275696446]
RURAL HEALTH GROUP AT TWIN COUNTY,"[['37083930800', '37185950103', '37083930800']]",[0.9067471648853717]
INGLES MARKETS - 30,[['37021002206']],[0.9703145768719539]
BANNER ELK PHARMACY,"[['37011930100', '37189920200', '37189921000', '37189921000']]",[0.8902975691533948]
PSA CLINIC PHARMACY,"[['37021002705', '37021003002', '37021003004', '37021003002']]",[0.8555312593181592]
CAROLINA APOTHECARY,[['37157041502']],[0.9067139001349528]
LEWISVILLE DRUG COMPANY,[['37067004011']],[0.8616594178655068]
INGLES MARKETS - 43,[['37089930600']],[0.9164794007490636]
CVS - 7335,[['37195000402']],[0.8600471420153212]
JONES DRUG HEALTH MART PHARMACY,"[['37023020100', '37023020600', '37023020500']]",[0.8589964045646397]
OMNICARE PHARMACY,"[['37035011000', '37035011000']]",[0.828395061728395]
CAROLINAS MEDICAL CENTER - MYERS PARK PHARMACY,[['37119002701']],[0.9820642978003384]
WALGREENS - 7170,"[['37183053109', '37183053105']]",[0.9306347632035705]
CVS - 1395,"[['37063001806', '37063001900', '37063001808']]",[0.9216211758885132]
WAL-MART - 1816,"[['37183054109', '37183054114', '37183054115', '37183054115']]",[0.8684372436423298]
NAVAL HEALTH CLINIC CHERRY POINT-DOD,"[['37049961202', '37049961201']]",[0.9430515759312321]
WAL-MART - 1166,"[['37017950200', '37017950301', '37017950401', '37017950401']]",[0.8563408190224571]
DICKERSONS PHARMACY INCORPORATED,"[['37017950102', '37017950402', '37017950401']]",[0.8859340372832747]
WAL-MART - 2134,[['37119005534']],[0.936616791354946]
RITE AID - 11350,"[['37081012621', '37081016701', '37081016702', '37081012621']]",[0.8915680922050349]
SALEM HEALTHCARE PHARMACY,"[['37067003903', '37067003905', '37067003903']]",[0.900920580433765]
RITE AID - 11470,"[['37119005301', '37119005305', '37119005301']]",[0.7590415574691127]
WALGREENS - 10212,[['37021002000']],[0.7854646082143898]
BURTON'S PHARMACY,"[['37081010800', '37081011201', '37081010800']]",[0.9383644420572043]
MOUNT PILOT DRUG,"[['37169070301', '37169070302', '37169070400', '37171931200']]",[0.9164079822616408]
WALGREENS - 10090,[['37067003703']],[0.9027564178398202]
WAL-MART SUPERCENTER - 1354,"[['37013930300', '37013930300']]",[0.8585517047055509]
CVS - 2356,[['37183052812']],[0.985351817944023]
RITE AID - 11469,[['37119001801']],[0.8533434650455927]
WALGREENS - 13960,"[['37155960403', '37155962001', '37155962002', '37155962001']]",[0.8298582151793161]
CVS - 3860,"[['37021003106', '37021003107']]",[0.9515808491418247]
WALGREENS - 12779,[['37021002607']],[0.8423710792131844]
UPCHURCH DRUG,"[['37063001708', '37063001710', '37063001710']]",[0.8568134029709015]
PEOPLES DRUG STORE,"[['37003040400', '37003040400']]",[0.904723390488515]
WALGREENS - 11200,[['37063001711']],[0.7313094698685999]
CARROLL PHARMACY,"[['37101040800', '37101040905', '37101041204', '37101041205', '37101041206', '37101041301', '37101040800']]",[0.8292059501361827]
