Pharmacy,Populations,Percent
CLARKS PHARMACY,[['37117970300']],[0.3613624268227781]
MEDCARE CLINIC AND PHARMACY,"[['37179020305', '37179020310', '37179020310']]",[0.48362369337979094]
CVS - 4293,"[['37051001902', '37051001903', '37051002002', '37051002002']]",[0.46287885044182014]
LIBERTY MEDICAL SPECIALTIES,"[['37129010400', '37129010504', '37129010504']]",[0.410083624259154]
CVS - 7941,"[['37071032406', '37119005920', '37119005921', '37119005922', '37119005923', '37119005928', '37119005928']]",[0.4978181558051363]
RITE AID - 11362,"[['37183053524', '37183053525', '37183053524']]",[0.4898705683736635]
MOORESVILLE PHARMACY,"[['37097061404', '37097061407', '37097061605', '37097061404']]",[0.5360637912287061]
ELM CITY PHARMACY INCORPORATED,"[['37127011201', '37195001301', '37195001302', '37195001301']]",[0.4681461352657005]
WINTERPARK DISCOUNT DRUG,"[['37129011502', '37129011905', '37129012011', '37129012011']]",[0.42141896701732184]
EASTER AREA HEALTH EDUCATION CENTER,[['37147000701']],[0.46924113156713065]
FAISON PHARMACY,"[['37061090201', '37061090202', '37163970102', '37061090202']]",[0.512105424456022]
BI-LO - 640,"[['37119005829', '37119005829']]",[0.4989293361884368]
WALGREENS - 9236,"[['37081015707', '37081012508']]",[0.45028790786948175]
RITE AID - 11387,"[['37183052705', '37183052706', '37183052705']]",[0.5098638784770172]
SAM'S CLUB - 8228,[['37067003805']],[0.3888402625820569]
WALGREENS - 12349,[['37157041200']],[0.48375580149946446]
CVS - 3529,"[['37025040701', '37025040705', '37025040800', '37159051400', '37025040800']]",[0.5242506017066589]
RITE AID - 11537,[['37031970503']],[0.4527402700555997]
BI-LO - 99,"[['37119006212', '37119006214', '37119006212']]",[0.4465454545454545]
WALGREENS - 10253,"[['37025042602', '37025042603', '37025042603']]",[0.4923142613151153]
CVS - 3711,"[['37081016408', '37081016405']]",[0.5320606950562897]
WAL-MART - 1751,"[['37183052507', '37183053726']]",[0.49243279873503504]
WALGREENS - 2540,"[['37189920702', '37189920601']]",[0.5618898867629832]
CVS - 4176,"[['37021001900', '37021001900']]",[0.4288443170964661]
RITE AID - 11319,"[['37067002501', '37067002200']]",[0.49062425824827915]
WAL-MART SUPERCENTER - 1036,[['37161960800']],[0.3574007220216607]
STEWART COMPOUNDING PHARMACY,"[['37051000800', '37051000800']]",[0.5049450549450549]
INGLES MARKETS - 62,"[['37021002607', '37021002607']]",[0.5146541617819461]
CVS - 3836,[['37129010700']],[0.46904087414002427]
WAL-MART SUPERCENTER - 1322,"[['37057061501', '37057061502', '37057061501']]",[0.513124583610926]
BEST VALUE DRUG AND COMPOUNDING CENTER,"[['37147001602', '37147001800', '37147001900', '37147001800']]",[0.4979121278140886]
WAL-MART SUPERCENTER - 1849,[['37067002806']],[0.4730473047304731]
RITE AID - 11467,"[['37119000101', '37119000102', '37119000102']]",[0.592071611253197]
HAZELWOOD PHARMACY INCORPORATED,[['37087921201']],[0.5260115606936416]
MARSHALL FAMILY PHARMACY,"[['37115010500', '37115010500']]",[0.4195933456561922]
RITE AID - 11418,"[['37147000102', '37147000400', '37147000102']]",[0.3615505090054816]
RITE AID - 11410,"[['37065020400', '37065020300']]",[0.4835358337735517]
CVS - 4169,[['37051001800']],[0.4698870765370138]
LUMBERTON DRUG COMPANY,[['37155960900']],[0.46451033243486073]
MEDICAL VILLAGE APOTHECARY,"[['37001020200', '37001020301', '37001020400', '37001020301']]",[0.4720621856424326]
HARRIS TEETER - 257,[['37183053004']],[0.4758438120450033]
CVS - 5534,"[['37097061002', '37097061102', '37097061103', '37097061104', '37097060400']]",[0.5059369202226345]
RITE AID - 11323,"[['37067003906', '37067002605']]",[0.5114345114345115]
WAL-MART SUPERCENTER - 1242,[['37089931000']],[0.44220907297830375]
BELLS DRUG STORE,"[['37031970305', '37031970305']]",[0.4795836669335468]
MOOSE SALISBURY PHARMACY,"[['37159050500', '37159050500']]",[0.48584371460928655]
MADISON PHARMACY AND GIFTS,[['37115010500']],[0.4195933456561922]
WALGREENS - 11667,"[['37127010604', '37127010604']]",[0.4730493780625707]
CVS - 7051,"[['37183054204', '37183054223', '37183054224', '37183054224']]",[0.4759036144578313]
RITE AID - 11558,"[['37111970903', '37111970400']]",[0.5181566820276498]
MINTZ COASTAL DRUG,"[['37019020511', '37019020513', '37019020514', '37019990100', '37019020514']]",[0.507996632996633]
WAL-MART SUPERCENTER - 1527,"[['37139960502', '37139960503', '37139960600', '37139960600']]",[0.5289676099075576]
THE MEDICAP PHARMACY,"[['37183054006', '37183054012', '37183054006']]",[0.4586622970356026]
WAKE FOREST DRUG,[['37183054219']],[0.40832395950506184]
HARRIS TEETER - 4,"[['37119003013', '37119003017', '37119003013']]",[0.4797101449275362]
CARRBORO FAMILY PHARMACY,"[['37135010701', '37135010706', '37135011209', '37135011210', '37135010707']]",[0.4843561973525872]
WALGREENS - 12078,"[['37105030502', '37105030504', '37105030505', '37105030602', '37105030502']]",[0.49314179043908773]
CVS - 162,"[['37119005864', '37179021006', '37179021007', '37119005864']]",[0.47906912696226933]
OLD MAIN PHARMACY,"[['37155960404', '37155960501', '37155960502', '37155961801', '37155960502']]",[0.4883098591549296]
WALGREENS - 4547,[['37119005604']],[0.5384890158956956]
RITE AID - 11361,"[['37183053004', '37183053004']]",[0.4758438120450033]
CVS - 8959,"[['37069060401', '37069060501', '37069060502', '37077970605', '37069060501']]",[0.5162409205908757]
TAYLOE'S HOSPITAL PHARMACY,[['37013930400']],[0.5159574468085106]
ELVINGTON PHARMACY,[['37047930600']],[0.5230613279270147]
WALGREENS - 5877,[['37071031800']],[0.43647234678624813]
WALGREENS - 7397,[['37067001100']],[0.4456838021338506]
OMNICARE OF SOUTHERN PINES,[['37125951102']],[0.4993468321358589]
CVS - 2749,"[['37025042601', '37025042503']]",[0.5184702303346371]
INNES STREET DRUG COMPANY 3,[['37159050500']],[0.48584371460928655]
FAMILY CARE PHARMACY OF SWANSBORO,"[['37031970801', '37133000104', '37133000105', '37133002801', '37133002802', '37133002803', '37133000105']]",[0.5184723304754482]
CVS - 7311,[['37183053519']],[0.46773530620632964]
EAST CAROLINA UNIVERSITY BRODY SCHOOL OF MEDICINE - FAMILY PRACTICE CENTER PHARMACY,[['37147000701']],[0.46924113156713065]
HARRIS TEETER - 354,[['37195000502']],[0.3973333333333333]
RITE AID - 11531,[['37107010400']],[0.5801033591731266]
MAST DRUG,"[['37181960500', '37181960600', '37181960500']]",[0.49571945999341455]
CVS - 7566,"[['37025041702', '37159050903', '37159051001', '37159051002', '37159051101', '37159051001']]",[0.49599330223657456]
BRISSON DRUGS,"[['37155960102', '37155960102']]",[0.49877750611246946]
ROWLAND FAMILY PHARMACY,"[['37155961900', '37155961900']]",[0.4986906098017209]
HAYWOOD REGIONAL MEDICAL CENTER PHARMACY,"[['37087920501', '37087920502', '37087921000']]",[0.4653278407140405]
JONESTOWN PHARMACY,[['37067003805']],[0.3888402625820569]
OMNICARE OF CAROLINA,"[['37195001402', '37195001502', '37195001402']]",[0.47953149874914713]
CVS - 3867,"[['37195001401', '37195000502']]",[0.43258664412510567]
PRESCRIPTIONS PLUS,"[['37071031706', '37045950500']]",[0.5054080629301868]
HARRIS TEETER - 122,"[['37119005515', '37119005516', '37119005517', '37119005529', '37119005525']]",[0.4711157455683003]
WAL-MART SUPERCENTER - 5747,"[['37025041602', '37025041603', '37025041604', '37179020204', '37167930801']]",[0.4962256382102663]
H AND W DRUG COMPANY,[['37035011200']],[0.538479809976247]
CVS - 6408,"[['37035011401', '37035010204']]",[0.5381793931310437]
RITE AID - 11440,"[['37071030104', '37109071102', '37109071102']]",[0.5317746420846637]
NORTH IREDELL PHARMACY INCORPORATED,"[['37097060901', '37197050401', '37097060801']]",[0.49864212432106214]
MCLARTY DRUG AND SURGICAL SUPPLY,"[['37081013800', '37081013900', '37081014300', '37081013602']]",[0.5311748195669607]
WAL-MART SUPERCENTER - 3371,"[['37119004101', '37119003902']]",[0.45219454329774617]
THOMAS AND OAKLEY DRUG STORE,"[['37145920400', '37145920400']]",[0.40380313199105144]
COATS PHARMACY INCORPORATED,"[['37085070401', '37085070402', '37085070401']]",[0.4978673491149499]
CHOCOWINITY PHARMACY,"[['37013930900', '37013931001', '37013931002', '37147001100', '37013931002']]",[0.46383587786259545]
CVS - 4398,[['37197050503']],[0.5189504373177842]
RITE AID - 11404,"[['37063001504', '37063001505']]",[0.48133359952086247]
WALGREENS - 9348,[['37133001301']],[0.3758059564015966]
J IVERSON RIDDLE DEVELOPMENTAL CENTER PHARMACY,"[['37023021301', '37023021302', '37023021301']]",[0.6385599694423224]
CVS - 7057,"[['37045951400', '37045951503', '37045951501']]",[0.48360932747549845]
WAL-MART SUPERCENTER - 1774,"[['37085071301', '37085071401', '37105030506', '37105030507', '37105030702', '37105030506']]",[0.4983762376237624]
PITTMAN'S PHARMACY INCORPORATED,"[['37015960100', '37015960401', '37015960401']]",[0.47996560619088563]
EXTENSIVE PHARMACEUTICAL SERVICES,"[['37103920300', '37107010200', '37107010300', '37107010400', '37107011301', '37107011400', '37107010400']]",[0.5119811002362471]
WALGREENS - 10274,"[['37175960301', '37175960301']]",[0.49306197964847365]
BROUGHTON HOSPITAL,[['37023020600']],[0.5242993969492727]
WALGREENS - 10707,[['37081010602']],[0.5560135790494666]
CAROLINAS MEDICAL CENTER - HOME INFUSION AND EQUIPTMENT,"[['37119003111', '37119003111']]",[0.526272238311957]
GRANITE DRUG CENTER,[['37027031403']],[0.4393241167434716]
BLUE RIDGE HEALTH MART PHARMACY MIDTOWN,"[['37193960600', '37193961100', '37193961201', '37193960600']]",[0.5131417676698897]
WAL-MART SUPERCENTER - 3700,"[['37179020318', '37179020320', '37179020312']]",[0.4987382122459822]
RITE AID - 11427,[['37091950401']],[0.48834800621439667]
RITE AID - 11446,"[['37025041504', '37025041507', '37025042604']]",[0.47437657286662094]
WALGREENS - 6579,"[['37147000702', '37147000701']]",[0.4702202882784879]
WALGREENS - 7400,"[['37119006209', '37119006209']]",[0.5403249630723781]
CVS - 7539,"[['37159051202', '37159051301', '37159051303', '37159051303']]",[0.4814629759168582]
HARRIS TEETER - 179,"[['37119006217', '37119006218', '37119006219', '37119006208']]",[0.49634769905040177]
GUITONS DRUG STORE,[['37047930900']],[0.48247879011434897]
WALGREENS - 11202,[['37067003903']],[0.5]
WALGREENS - 10089,"[['37067004010', '37067004102', '37067004103', '37067004104', '37067004103']]",[0.4785833931562575]
SERVICE DRUG STORE,"[['37065021300', '37065021500', '37065021600', '37065021500']]",[0.46584223796374113]
CVS - 5595,"[['37067000700', '37067000801', '37067000700']]",[0.5040922619047619]
SAM'S CLUB - 6540,"[['37119005534', '37119005534']]",[0.540380658436214]
CVS - 1674,"[['37119006308', '37119006311', '37119006308']]",[0.4811694747274529]
KEL-SAVE DISCOUNT DRUGS,[['37099950400']],[0.45936532507739936]
PITTSBORO DISCOUNT DRUGS,"[['37037020202', '37037020801', '37037020802', '37037020803', '37037020802']]",[0.462360551232774]
RITE AID - 11509,[['37163970701']],[0.5047291487532244]
CAROLINAS MEDICAL CENTER - UNION,"[['37179020602', '37179020602']]",[0.4657079646017699]
DENVER PHARMACY,"[['37109071201', '37109071102']]",[0.520774046670461]
AKERS PHARMACY INCORPORATED,"[['37071032703', '37071032704', '37071032704']]",[0.4282371294851794]
RITE AID - 11423,"[['37117970100', '37117970200']]",[0.4951584507042254]
FOOD LION - 1685,"[['37101040207', '37101040208', '37101040209', '37101040210', '37101040903', '37101041001', '37101040207']]",[0.49635779986418915]
RITE AID - 11441,"[['37071033100', '37071031800']]",[0.39865563598759046]
STANLY REGIONAL MEDICAL CENTER,"[['37167930102', '37167930300', '37167931204']]",[0.5147081956897908]
BI-LO - 206,"[['37071032802', '37071032702']]",[0.47098402018502944]
THE PRESCRIPTION CENTER OF LUMBERTON,"[['37155961000', '37155961000']]",[0.5170975813177648]
FREMONT PHARMACY,"[['37191000103', '37191000200', '37191000103']]",[0.45412667946257196]
HARRIS TEETER - 200,"[['37183053409', '37183053426', '37183053408']]",[0.5188308576904648]
CVS - 4198,"[['37183052707', '37183054117', '37183052704']]",[0.4838359368473812]
PREVO DRUG INCORPORATED,"[['37151030502', '37151030600', '37151030201']]",[0.5200331297235739]
ABERDEEN PRESCRIPTION SHOPPE,"[['37125951101', '37125951102']]",[0.5293896006028636]
ANDREWS PHARMACY,"[['37067002100', '37067002200', '37067002100']]",[0.4993252361673414]
FAYETTEVILLE FAMILY MEDICAL CARE,"[['37051001800', '37051001800']]",[0.4698870765370138]
INDIAN TRAIL PHARMACY,"[['37179020313', '37179020313']]",[0.5200892857142857]
CVS - 1643,"[['37025041301', '37119006310', '37025041304']]",[0.49790382244143033]
BELMONT PHARMACY,"[['37157041501', '37157041602', '37157041502']]",[0.45480808914568716]
HARRIS TEETER - 33,"[['37081016101', '37081016102', '37081016102']]",[0.45262167881495413]
CAROLINAS MEDICAL CENTER PHARMACY,[['37025042402']],[0.4466920514040933]
CVS - 7574,"[['37121950400', '37121950400']]",[0.5465798045602606]
RITE AID - 11369,[['37101041004']],[0.4056910569105691]
WALGREENS - 9555,"[['37183054113', '37183054115']]",[0.44511393514461]
AMERICARE PHARMACY CONSULTANTS,"[['37021003203', '37021003204', '37021003203']]",[0.4935666495110654]
CVS - 1737,"[['37179021005', '37179021020']]",[0.5348796345106308]
INGLES - 80,"[['37115010700', '37115010602']]",[0.5396855110445526]
COMPREHENSIVE CANCER CENTER PHARMACY,[['37067001100']],[0.4456838021338506]
STEDMAN DRUG CENTER,"[['37051002801', '37051002802', '37051002900', '37051002802']]",[0.505191734347692]
RED SPRINGS DRUG COMPANY,"[['37155960301', '37155960301']]",[0.40275569687334395]
WAL-MART SUPERCENTER - 1237,"[['37085070500', '37085070500']]",[0.46710905943450665]
TURNER'S FAMILY PHARMACY,"[['37039930101', '37039930102', '37039930200', '37075920100', '37075920200', '37075920300', '37039930101']]",[0.46668021129622106]
CENTRAL PHARMACY,[['37063000102']],[0.4917431192660551]
HARRIS TEETER - 268,"[['37119006216', '37119006408', '37119006408']]",[0.5139365351629502]
BENNETTS PHARMACY,[['37081010900']],[0.5273972602739726]
RITE AID - 11316,"[['37067002807', '37067002808', '37067002809', '37067002804']]",[0.45267722473604827]
WILKES FAMILY PHARMACY,"[['37193961002', '37193960700']]",[0.5092624956308983]
RXCARE INCORPORATED,"[['37157041200', '37157041200']]",[0.48375580149946446]
WALKER'S PHARMACY,"[['37035011300', '37035011402', '37035011200']]",[0.5074367394243771]
RITE AID - 11468,"[['37119003600', '37119003701', '37119003702', '37119000401']]",[0.4350743323246941]
RITE AID - 11432,[['37071032302']],[0.42950236966824645]
WALGREENS - 9135,[['37081012703']],[0.4535855697316322]
GURLEY'S HEALTH MART PHARMACY,"[['37063000200', '37063000900', '37063001002', '37063001100', '37063002200']]",[0.5081453634085213]
EVERGREEN PACKAGING FAMILY PHARMACY,"[['37087921302', '37087920400']]",[0.5342331288343558]
COLONIAL PHARMACY,"[['37091950101', '37091950102', '37091950101']]",[0.5060062286815957]
SAM'S CLUB - 8129,"[['37129010501', '37129010501']]",[0.4099276791584484]
BI-LO - 445,[['37119005306']],[0.42637091805298827]
CVS - 7031,"[['37081016008', '37081016009', '37081016009']]",[0.5115133340473386]
CARRBORO COMMUNITY HEALTH CENTER PHARMACY,[['37135011300']],[0.4179714091218516]
WALGREENS - 11423,"[['37135011300', '37135011601']]",[0.42622020431328034]
ALMAND'S DRUG STORE,"[['37127010302', '37127010506']]",[0.3930401366353544]
CVS - 3385,[['37147000701']],[0.46924113156713065]
SOUTHSIDE DRUG COMPANY,"[['37181960700', '37181960800', '37181960901', '37181960902', '37181960903', '37181960700']]",[0.4195681285570807]
BI-LO - 607,"[['37179020403', '37179020406']]",[0.500262651024339]
RITE AID - 11370,[['37077970702']],[0.4316546762589928]
HARRIS TEETER - 88,"[['37119005908', '37119005910', '37119005910']]",[0.506427304964539]
NEIL MEDICAL GROUP,"[['37079950301', '37107010900', '37107010900']]",[0.5180916253282755]
CVS - 6401,"[['37023020500', '37023020500']]",[0.49257425742574257]
RITE AID - 11566,"[['37021001500', '37021001601', '37021001601']]",[0.5163655407174653]
RITE AID - 11412,[['37127010506']],[0.37151898734177213]
HARRIS TEETER - 209,[['37119006212']],[0.4055032585083273]
LEGACY CONSULTANT PHARMACY,"[['37067003803', '37067003804']]",[0.43244109632954]
CVS - 1752,"[['37063002007', '37063002025', '37063002026', '37063002007']]",[0.45234564972421565]
WALGREENS - 9897,"[['37107010500', '37107010600', '37107010600']]",[0.4608467590857999]
WAL-MART SUPERCENTER - 1155,"[['37155961301', '37155961400', '37155960900']]",[0.5020429916503819]
BLOUNTS MUTUAL DRUGS,"[['37041930101', '37187950100', '37041930101']]",[0.44698457223001403]
CVS - 4441,"[['37081013601', '37081014406', '37081014410', '37081014411', '37081014412', '37081016304', '37081014410']]",[0.4619535887749595]
CVS - 7344,[['37049961201']],[0.48055555555555557]
WAL-MART - 2496,"[['37189920601', '37189920601']]",[0.576049943246311]
BIOLOGICS,"[['37183053512', '37183053512']]",[0.5003837298541827]
MOUNT OLIVE PHARMACY,"[['37191000700', '37191000700']]",[0.4894894894894895]
WALGREENS - 6927,"[['37195000502', '37195000501']]",[0.45065724936237]
SAM'S CLUB - 8223,"[['37183054501', '37183054502', '37183054502']]",[0.6361750112764998]
LUTHERAN SERVICES FOR THE AGING,"[['37159051102', '37159050300']]",[0.4613778705636743]
BEDDINGFIELD DRUG COMPANY,"[['37101040906', '37101041004']]",[0.47427035330261136]
RITE AID - 11491,[['37119001917']],[0.503120665742025]
VALUE RX PHARMACY,"[['37061090302', '37061090301']]",[0.46788715486194477]
FLETCHER COMMUNITY PHARMACY,"[['37089930501', '37089930800', '37089930501']]",[0.5203215721304154]
BLOWING ROCK HOSPITAL / BLOWING ROCK SKILLED NURSING FACILITY,"[['37027031000', '37189920800', '37189920800']]",[0.49961568024596464]
ELK PHARMACY,"[['37193961202', '37171930901']]",[0.5147846332945285]
MARINE CORPS EXCHANGE PHARMACY-DOD,"[['37133000500', '37133000600', '37133000600']]",[0.962310427993296]
MEDPRO RX,"[['37183053730', '37183054007', '37183053730']]",[0.47689973796717694]
CVS - 7943,[['37179021009']],[0.4987951807228916]
BI-LO - 420,"[['37097060601', '37097060603', '37097060601']]",[0.4958072516830046]
HARRIS TEETER - 30,[['37119003018']],[0.49940828402366866]
MOSES CONE HEALTH SYSTEM OUTPATIENT PHARMACY,[['37081010300']],[0.4801010739102969]
INGLES MARKETS - 116,"[['37043950101', '37043950102', '37043950201']]",[0.4931077694235589]
WALGREENS - 9458,"[['37021000500', '37021001601']]",[0.49157829070492826]
HARRIS TEETER - 342,"[['37081016007', '37081016007']]",[0.45062671965759704]
ASHWORTH REXALL DRUGS,"[['37183053507', '37183053517', '37183053507']]",[0.5011404803434858]
SPECTRUM INFUSION,[['37183052504']],[0.4327546538381092]
WAL-MART SUPERCENTER - 1641,"[['37117970200', '37117970500', '37117970200']]",[0.46654784754592815]
RITE AID - 11328,"[['37001020801', '37001020802', '37001020901', '37001020802']]",[0.48377984326590123]
CVS - 3987,"[['37137950101', '37137950103']]",[0.5878096298357918]
REALO DISCOUNT DRUG STORES,"[['37061090101', '37061090504', '37107011202', '37061090504']]",[0.5301603040819699]
WALGREENS - 10619,"[['37167930200', '37167931203']]",[0.5231292517006803]
WAL-MART SUPERCENTER - 4594,"[['37071030501', '37071030601', '37071030601']]",[0.4909837936544168]
GATEWAY PHARMACY,"[['37067003202', '37067003314', '37067003315', '37081016203', '37067003202']]",[0.4761515844495263]
MEDICAL PHARMACY OF LOCUST,"[['37167930802', '37167930801']]",[0.5005901445854234]
RITE AID - 11375,"[['37191001401', '37191001402', '37191001401']]",[0.44047387842299474]
CVS - 4846,"[['37129010300', '37129010504']]",[0.40685527747551686]
MORRISVILLE PHARMACY AND COMPOUNDING,"[['37183053616', '37183053611']]",[0.48757547607988855]
WALGREENS - 10608,"[['37071030404', '37071030901']]",[0.5015105740181269]
CAROLINAS MEDICAL CENTER - MEDICAL CENTER PLAZA,[['37119000301']],[0.4552352048558422]
CVS - 3643,"[['37067003308', '37067003311', '37067003312', '37067003307']]",[0.5224454895254382]
HARRIS TEETER - 379,[['37089931300']],[0.5029873039581777]
RITE AID - 11568,"[['37021001200', '37021001401', '37021001402']]",[0.4658941584040139]
WALGREENS - 10287,[['37119006212']],[0.4055032585083273]
HARRIS TEETER - 306,"[['37081012505', '37081012509', '37081012511', '37081012509']]",[0.5139398385913426]
RANDLEMAN DRUG,"[['37151031305', '37151031401']]",[0.4963010614345449]
CAROLINA PHARMACY,[['37151030201']],[0.5270625328428796]
OAK RIDGE FAMILY PHARMACY,"[['37081016003', '37081016201', '37081015902']]",[0.4930569137492666]
WALGREENS - 7715,"[['37147000501', '37147000501']]",[0.37521713954834973]
MEDICAL PARK PHARMACY AND HOME MEDICAL,[['37147001302']],[0.4974463738508682]
CENTRAL CAROLINA PHARMACY SERVICES,[['37025042402']],[0.4466920514040933]
CVS - 2306,[['37183053408']],[0.5188976377952756]
WAL-MART - 2000,"[['37055970102', '37055970102']]",[0.549117247623359]
SCOTTIE'S HEALTH MART PHARMACY,[['37061090705']],[0.4322033898305085]
RITE AID - 11347,"[['37081010100', '37081010300', '37081010900', '37081011000', '37081011101', '37081012707', '37081010900']]",[0.44555261550987174]
GUY'S FAMILY PHARMACY INCORPORATED,"[['37057060500', '37057060800', '37057061000', '37057061000']]",[0.503137812735336]
CVS - 2357,[['37119006209']],[0.5403249630723781]
NALLE PHARMACY,[['37119002600']],[0.45554445554445555]
UNIVERSITY OF NORTH CAROLINA AT GREENSBORO STUDENT HEALTH PHARMACY,"[['37081010701', '37081010702', '37081010702']]",[0.4053603666157478]
WAL-MART SUPERCENTER - 4564,"[['37191000104', '37191001103', '37191001104', '37191001102']]",[0.5481910816116669]
CVS - 7420,"[['37019020504', '37019020505', '37019020515', '37019020516', '37047931301', '37019020515']]",[0.42745726495726494]
BEST CARE PHARMACY LONG TERM CARE,[['37077970400']],[0.47658175842235007]
RITE AID - 11538,"[['37049960700', '37049960700']]",[0.5121107266435986]
SCOTLAND DRUG STORE,"[['37165010200', '37165010601', '37165010602', '37165010200']]",[0.48649300530631934]
AVACARE INCORPORATED,"[['37081016011', '37081980100', '37081016011']]",[0.4039921281979196]
EXPRESS CARE PHARMACY,[['37013930300']],[0.44423168980373384]
RITE AID - 11408,"[['37063002022', '37063002024', '37063002022']]",[0.43317563571850976]
RITE AID - 11421,[['37065021000']],[0.5244470314318975]
WARREN DRUG COMPANY,"[['37085070200', '37101041203', '37101041401', '37101041402', '37101041510', '37101041402']]",[0.4774592142098658]
CVS - 3803,[['37097061403']],[0.5016685205784205]
HARRIS TEETER,"[['37129011906', '37129011906']]",[0.4155495978552279]
CVS - 7324,"[['37131920103', '37091950101']]",[0.5140472878998609]
CVS - 7321,"[['37037020105', '37037020107', '37037020105']]",[0.44119707736963265]
WALGREENS - 6480,"[['37119005533', '37119005527']]",[0.39114391143911437]
RITE AID - 11462,[['37159050201']],[0.45610034207525657]
CVS - 5264,"[['37119005816', '37119005852', '37119005816']]",[0.48647092688543464]
HARRIS TEETER - 221,[['37049960402']],[0.4549019607843137]
KAITLYN'S PHARMACY,"[['37119005913', '37119005915', '37119005915']]",[0.5469682689286837]
BEHAVIORAL HEALTH CENTER CAROLINA MEDICAL CENTER RANDOLPH PHARMACY,"[['37119002300', '37119002300']]",[0.3617021276595745]
WALGREENS - 9288,"[['37191001900', '37191001900']]",[0.46997178557033453]
BI-LO - 200,"[['37119005513', '37119005526', '37119005530', '37119005525']]",[0.5282697888521966]
WALGREENS - 6742,"[['37071032600', '37071032600']]",[0.4269366197183099]
GIBSONVILLE PHARMACY,"[['37001021600', '37081015201', '37001021701']]",[0.4323497483469851]
HARRIS TEETER - 208,"[['37119002201', '37119002201']]",[0.4653868528214078]
SAM'S CLUB - 6452,"[['37021001402', '37021001402']]",[0.41523922031896043]
HARRIS TEETER - 167,"[['37119005522', '37119005522']]",[0.453125]
BI-LO - 633,"[['37071032506', '37071032506']]",[0.4781132075471698]
WALGREENS - 7549,"[['37183054106', '37183054118']]",[0.48617315464794725]
FOOD LION - 1228,"[['37181960400', '37181960400']]",[0.4463755828740992]
PHARMACY ON THE PARK,[['37119002300']],[0.3617021276595745]
RITE AID - 11315,"[['37171930101', '37171930201', '37171930301', '37171930302', '37171930302']]",[0.5364621828036462]
WALGREENS - 1376,"[['37119002905', '37119002909', '37119002909']]",[0.5020070838252656]
WALGREENS - 4869,[['37119004200']],[0.443058568329718]
BI-LO - 717,"[['37109070400', '37109070700', '37109070100']]",[0.5173674588665448]
WALGREENS - 11691,[['37051003800']],[0.6279220779220779]
BI-LO - 444,"[['37119004306', '37119004307', '37119004306']]",[0.5472026072786529]
RURAL HEALTH GROUP AT TWIN COUNTY,"[['37083930800', '37185950103', '37083930800']]",[0.5175086875167068]
INGLES MARKETS - 30,[['37021002206']],[0.39553571428571427]
BANNER ELK PHARMACY,"[['37011930100', '37189920200', '37189921000', '37189921000']]",[0.47471814144174923]
PSA CLINIC PHARMACY,"[['37021002705', '37021003002', '37021003004', '37021003002']]",[0.4411433399042523]
CAROLINA APOTHECARY,[['37157041502']],[0.4355285002767017]
LEWISVILLE DRUG COMPANY,[['37067004011']],[0.49550531190411334]
INGLES MARKETS - 43,[['37089930600']],[0.47716384541679974]
CVS - 7335,[['37195000402']],[0.4102060843964671]
JONES DRUG HEALTH MART PHARMACY,"[['37023020100', '37023020600', '37023020500']]",[0.5129090156012702]
OMNICARE PHARMACY,"[['37035011000', '37035011000']]",[0.5502008032128514]
CAROLINAS MEDICAL CENTER - MYERS PARK PHARMACY,[['37119002701']],[0.5519387266634753]
WALGREENS - 7170,"[['37183053109', '37183053105']]",[0.5015185656902126]
CVS - 1395,"[['37063001806', '37063001900', '37063001808']]",[0.495105421686747]
WAL-MART - 1816,"[['37183054109', '37183054114', '37183054115', '37183054115']]",[0.4892245823881213]
NAVAL HEALTH CLINIC CHERRY POINT-DOD,"[['37049961202', '37049961201']]",[0.7742871777360424]
WAL-MART - 1166,"[['37017950200', '37017950301', '37017950401', '37017950401']]",[0.4545807956459764]
DICKERSONS PHARMACY INCORPORATED,"[['37017950102', '37017950402', '37017950401']]",[0.4326923076923077]
WAL-MART - 2134,[['37119005534']],[0.540380658436214]
RITE AID - 11350,"[['37081012621', '37081016701', '37081016702', '37081012621']]",[0.45760973107642705]
SALEM HEALTHCARE PHARMACY,"[['37067003903', '37067003905', '37067003903']]",[0.4648888888888889]
RITE AID - 11470,"[['37119005301', '37119005305', '37119005301']]",[0.5470256731371321]
WALGREENS - 10212,[['37021002000']],[0.47901341410644743]
BURTON'S PHARMACY,"[['37081010800', '37081011201', '37081010800']]",[0.5163176502583628]
MOUNT PILOT DRUG,"[['37169070301', '37169070302', '37169070400', '37171931200']]",[0.5001746826598347]
WALGREENS - 10090,[['37067003703']],[0.4685399069126013]
WAL-MART SUPERCENTER - 1354,"[['37013930300', '37013930300']]",[0.44423168980373384]
CVS - 2356,[['37183052812']],[0.4930455635491607]
RITE AID - 11469,[['37119001801']],[0.5244360902255639]
WALGREENS - 13960,"[['37155960403', '37155962001', '37155962002', '37155962001']]",[0.4639120646272017]
CVS - 3860,"[['37021003106', '37021003107']]",[0.43002175489485134]
WALGREENS - 12779,[['37021002607']],[0.5146541617819461]
UPCHURCH DRUG,"[['37063001708', '37063001710', '37063001710']]",[0.4271672069434278]
PEOPLES DRUG STORE,"[['37003040400', '37003040400']]",[0.47135041750647855]
WALGREENS - 11200,[['37063001711']],[0.48757856929063154]
