Pharmacy,Populations,Percent
CLARKS PHARMACY,[['37117970300']],[0.30289705121572685]
MEDCARE CLINIC AND PHARMACY,"[['37179020305', '37179020310', '37179020310']]",[0.037876175934590944]
CVS - 4293,"[['37051001902', '37051001903', '37051002002', '37051002002']]",[0.2140701311529386]
LIBERTY MEDICAL SPECIALTIES,"[['37129010400', '37129010504', '37129010504']]",[0.3494923229321446]
CVS - 7941,"[['37071032406', '37119005920', '37119005921', '37119005922', '37119005923', '37119005928', '37119005928']]",[0.06452569169960475]
RITE AID - 11362,"[['37183053524', '37183053525', '37183053524']]",[0.06330798479087453]
MOORESVILLE PHARMACY,"[['37097061404', '37097061407', '37097061605', '37097061404']]",[0.056587370584051215]
ELM CITY PHARMACY INCORPORATED,"[['37127011201', '37195001301', '37195001302', '37195001301']]",[0.2013568757067061]
WINTERPARK DISCOUNT DRUG,"[['37129011502', '37129011905', '37129012011', '37129012011']]",[0.15223399355135883]
EASTER AREA HEALTH EDUCATION CENTER,[['37147000701']],[0.43067937288656627]
FAISON PHARMACY,"[['37061090201', '37061090202', '37163970102', '37061090202']]",[0.20364114114114115]
BI-LO - 640,"[['37119005829', '37119005829']]",[0.08838643371017471]
WALGREENS - 9236,"[['37081015707', '37081012508']]",[0.08299546863820653]
RITE AID - 11387,"[['37183052705', '37183052706', '37183052705']]",[0.1871713985278654]
SAM'S CLUB - 8228,[['37067003805']],[0.1675840978593272]
WALGREENS - 12349,[['37157041200']],[0.37246309963099633]
CVS - 3529,"[['37025040701', '37025040705', '37025040800', '37159051400', '37025040800']]",[0.15987258205992336]
RITE AID - 11537,[['37031970503']],[0.14338575393154487]
BI-LO - 99,"[['37119006212', '37119006214', '37119006212']]",[0.050679248352721064]
WALGREENS - 10253,"[['37025042602', '37025042603', '37025042603']]",[0.03537239751019532]
CVS - 3711,"[['37081016408', '37081016405']]",[0.055106319257262656]
WAL-MART - 1751,"[['37183052507', '37183053726']]",[0.11508504212366873]
WALGREENS - 2540,"[['37189920702', '37189920601']]",[0.4009257218426273]
CVS - 4176,"[['37021001900', '37021001900']]",[0.12997416020671834]
RITE AID - 11319,"[['37067002501', '37067002200']]",[0.0618721097113698]
WAL-MART SUPERCENTER - 1036,[['37161960800']],[0.43387061161404283]
STEWART COMPOUNDING PHARMACY,"[['37051000800', '37051000800']]",[0.14334470989761092]
INGLES MARKETS - 62,"[['37021002607', '37021002607']]",[0.05954279638490165]
CVS - 3836,[['37129010700']],[0.34579219558063]
WAL-MART SUPERCENTER - 1322,"[['37057061501', '37057061502', '37057061501']]",[0.18686354378818737]
BEST VALUE DRUG AND COMPOUNDING CENTER,"[['37147001602', '37147001800', '37147001900', '37147001800']]",[0.24225220063544975]
WAL-MART SUPERCENTER - 1849,[['37067002806']],[0.21066466391288022]
RITE AID - 11467,"[['37119000101', '37119000102', '37119000102']]",[0.07177513802911159]
HAZELWOOD PHARMACY INCORPORATED,[['37087921201']],[0.041524846834581346]
MARSHALL FAMILY PHARMACY,"[['37115010500', '37115010500']]",[0.10757080610021787]
RITE AID - 11418,"[['37147000102', '37147000400', '37147000102']]",[0.40528319847691574]
RITE AID - 11410,"[['37065020400', '37065020300']]",[0.2796582675462312]
CVS - 4169,[['37051001800']],[0.24131944444444445]
LUMBERTON DRUG COMPANY,[['37155960900']],[0.2029058116232465]
MEDICAL VILLAGE APOTHECARY,"[['37001020200', '37001020301', '37001020400', '37001020301']]",[0.27938931297709924]
HARRIS TEETER - 257,[['37183053004']],[0.06574004507888806]
CVS - 5534,"[['37097061002', '37097061102', '37097061103', '37097061104', '37097060400']]",[0.12889963724304715]
RITE AID - 11323,"[['37067003906', '37067002605']]",[0.0412974122651542]
WAL-MART SUPERCENTER - 1242,[['37089931000']],[0.2248062015503876]
BELLS DRUG STORE,"[['37031970305', '37031970305']]",[0.09270334928229665]
MOOSE SALISBURY PHARMACY,"[['37159050500', '37159050500']]",[0.0326530612244898]
MADISON PHARMACY AND GIFTS,[['37115010500']],[0.10757080610021787]
WALGREENS - 11667,"[['37127010604', '37127010604']]",[0.08081060795596698]
CVS - 7051,"[['37183054204', '37183054223', '37183054224', '37183054224']]",[0.07540820829655781]
RITE AID - 11558,"[['37111970903', '37111970400']]",[0.14530971020464223]
MINTZ COASTAL DRUG,"[['37019020511', '37019020513', '37019020514', '37019990100', '37019020514']]",[0.09283761618370695]
WAL-MART SUPERCENTER - 1527,"[['37139960502', '37139960503', '37139960600', '37139960600']]",[0.06977076681122814]
THE MEDICAP PHARMACY,"[['37183054006', '37183054012', '37183054006']]",[0.13595897038900717]
WAKE FOREST DRUG,[['37183054219']],[0.0032649253731343282]
HARRIS TEETER - 4,"[['37119003013', '37119003017', '37119003013']]",[0.01335093896713615]
CARRBORO FAMILY PHARMACY,"[['37135010701', '37135010706', '37135011209', '37135011210', '37135010707']]",[0.06361738222628213]
WALGREENS - 12078,"[['37105030502', '37105030504', '37105030505', '37105030602', '37105030502']]",[0.12593467138921685]
CVS - 162,"[['37119005864', '37179021006', '37179021007', '37119005864']]",[0.021872584239006867]
OLD MAIN PHARMACY,"[['37155960404', '37155960501', '37155960502', '37155961801', '37155960502']]",[0.2967285481042511]
WALGREENS - 4547,[['37119005604']],[0.4440697020798201]
RITE AID - 11361,"[['37183053004', '37183053004']]",[0.06574004507888806]
CVS - 8959,"[['37069060401', '37069060501', '37069060502', '37077970605', '37069060501']]",[0.06735809390329363]
TAYLOE'S HOSPITAL PHARMACY,[['37013930400']],[0.33652121936640766]
ELVINGTON PHARMACY,[['37047930600']],[0.08107235142118863]
WALGREENS - 5877,[['37071031800']],[0.24744130042143286]
WALGREENS - 7397,[['37067001100']],[0.24227642276422764]
OMNICARE OF SOUTHERN PINES,[['37125951102']],[0.08844896476571014]
CVS - 2749,"[['37025042601', '37025042503']]",[0.06108616453444039]
INNES STREET DRUG COMPANY 3,[['37159050500']],[0.0326530612244898]
FAMILY CARE PHARMACY OF SWANSBORO,"[['37031970801', '37133000104', '37133000105', '37133002801', '37133002802', '37133002803', '37133000105']]",[0.12629276054097058]
CVS - 7311,[['37183053519']],[0.10102407971215056]
EAST CAROLINA UNIVERSITY BRODY SCHOOL OF MEDICINE - FAMILY PRACTICE CENTER PHARMACY,[['37147000701']],[0.43067937288656627]
HARRIS TEETER - 354,[['37195000502']],[0.03070345899727944]
RITE AID - 11531,[['37107010400']],[0.31343283582089554]
MAST DRUG,"[['37181960500', '37181960600', '37181960500']]",[0.18224666142969365]
CVS - 7566,"[['37025041702', '37159050903', '37159051001', '37159051002', '37159051101', '37159051001']]",[0.15064969156057226]
BRISSON DRUGS,"[['37155960102', '37155960102']]",[0.24087591240875914]
ROWLAND FAMILY PHARMACY,"[['37155961900', '37155961900']]",[0.27098214285714284]
HAYWOOD REGIONAL MEDICAL CENTER PHARMACY,"[['37087920501', '37087920502', '37087921000']]",[0.06939728353140917]
JONESTOWN PHARMACY,[['37067003805']],[0.1675840978593272]
OMNICARE OF CAROLINA,"[['37195001402', '37195001502', '37195001402']]",[0.128243195475433]
CVS - 3867,"[['37195001401', '37195000502']]",[0.0279796511627907]
PRESCRIPTIONS PLUS,"[['37071031706', '37045950500']]",[0.2573036139363774]
HARRIS TEETER - 122,"[['37119005515', '37119005516', '37119005517', '37119005529', '37119005525']]",[0.04978215841725591]
WAL-MART SUPERCENTER - 5747,"[['37025041602', '37025041603', '37025041604', '37179020204', '37167930801']]",[0.10402910658940843]
H AND W DRUG COMPANY,[['37035011200']],[0.05920831935592083]
CVS - 6408,"[['37035011401', '37035010204']]",[0.16861773975686628]
RITE AID - 11440,"[['37071030104', '37109071102', '37109071102']]",[0.034241486068111456]
NORTH IREDELL PHARMACY INCORPORATED,"[['37097060901', '37197050401', '37097060801']]",[0.1747820123444695]
MCLARTY DRUG AND SURGICAL SUPPLY,"[['37081013800', '37081013900', '37081014300', '37081013602']]",[0.3265953230281411]
WAL-MART SUPERCENTER - 3371,"[['37119004101', '37119003902']]",[0.2547579799190769]
THOMAS AND OAKLEY DRUG STORE,"[['37145920400', '37145920400']]",[0.25867195242814667]
COATS PHARMACY INCORPORATED,"[['37085070401', '37085070402', '37085070401']]",[0.1589277166108186]
CHOCOWINITY PHARMACY,"[['37013930900', '37013931001', '37013931002', '37147001100', '37013931002']]",[0.14296954029448128]
CVS - 4398,[['37197050503']],[0.0756959649671567]
RITE AID - 11404,"[['37063001504', '37063001505']]",[0.35676685345559517]
WALGREENS - 9348,[['37133001301']],[0.13242518981688253]
J IVERSON RIDDLE DEVELOPMENTAL CENTER PHARMACY,"[['37023021301', '37023021302', '37023021301']]",[0.29233333333333333]
CVS - 7057,"[['37045951400', '37045951503', '37045951501']]",[0.14330462020360218]
WAL-MART SUPERCENTER - 1774,"[['37085071301', '37085071401', '37105030506', '37105030507', '37105030702', '37105030506']]",[0.11931156669197672]
PITTMAN'S PHARMACY INCORPORATED,"[['37015960100', '37015960401', '37015960401']]",[0.1842885848244187]
EXTENSIVE PHARMACEUTICAL SERVICES,"[['37103920300', '37107010200', '37107010300', '37107010400', '37107011301', '37107011400', '37107010400']]",[0.30128437704085337]
WALGREENS - 10274,"[['37175960301', '37175960301']]",[0.05894736842105263]
BROUGHTON HOSPITAL,[['37023020600']],[0.35902320748181504]
WALGREENS - 10707,[['37081010602']],[0.31398416886543534]
CAROLINAS MEDICAL CENTER - HOME INFUSION AND EQUIPTMENT,"[['37119003111', '37119003111']]",[0.2707766696887277]
GRANITE DRUG CENTER,[['37027031403']],[0.30746847720659554]
BLUE RIDGE HEALTH MART PHARMACY MIDTOWN,"[['37193960600', '37193961100', '37193961201', '37193960600']]",[0.17818271767810026]
WAL-MART SUPERCENTER - 3700,"[['37179020318', '37179020320', '37179020312']]",[0.07099780701754387]
RITE AID - 11427,[['37091950401']],[0.24469453376205788]
RITE AID - 11446,"[['37025041504', '37025041507', '37025042604']]",[0.03791358505254963]
WALGREENS - 6579,"[['37147000702', '37147000701']]",[0.4752761257434155]
WALGREENS - 7400,"[['37119006209', '37119006209']]",[0.06798110494968165]
CVS - 7539,"[['37159051202', '37159051301', '37159051303', '37159051303']]",[0.22390414962010521]
HARRIS TEETER - 179,"[['37119006217', '37119006218', '37119006219', '37119006208']]",[0.04983519070789515]
GUITONS DRUG STORE,[['37047930900']],[0.25028519279032624]
WALGREENS - 11202,[['37067003903']],[0.16722972972972974]
WALGREENS - 10089,"[['37067004010', '37067004102', '37067004103', '37067004104', '37067004103']]",[0.07005153655277725]
SERVICE DRUG STORE,"[['37065021300', '37065021500', '37065021600', '37065021500']]",[0.13240761818043859]
CVS - 5595,"[['37067000700', '37067000801', '37067000700']]",[0.4345598509548207]
SAM'S CLUB - 6540,"[['37119005534', '37119005534']]",[0.17955112219451372]
CVS - 1674,"[['37119006308', '37119006311', '37119006308']]",[0.02072250893211592]
KEL-SAVE DISCOUNT DRUGS,[['37099950400']],[0.13552507095553454]
PITTSBORO DISCOUNT DRUGS,"[['37037020202', '37037020801', '37037020802', '37037020803', '37037020802']]",[0.06952849218356026]
RITE AID - 11509,[['37163970701']],[0.16308337703198741]
CAROLINAS MEDICAL CENTER - UNION,"[['37179020602', '37179020602']]",[0.23067943030586038]
DENVER PHARMACY,"[['37109071201', '37109071102']]",[0.03449841125737631]
AKERS PHARMACY INCORPORATED,"[['37071032703', '37071032704', '37071032704']]",[0.11092817452150648]
RITE AID - 11423,"[['37117970100', '37117970200']]",[0.1947983014861996]
FOOD LION - 1685,"[['37101040207', '37101040208', '37101040209', '37101040210', '37101040903', '37101041001', '37101040207']]",[0.07869597297192342]
RITE AID - 11441,"[['37071033100', '37071031800']]",[0.19420478593521082]
STANLY REGIONAL MEDICAL CENTER,"[['37167930102', '37167930300', '37167931204']]",[0.11953978159126365]
BI-LO - 206,"[['37071032802', '37071032702']]",[0.1718596261069203]
THE PRESCRIPTION CENTER OF LUMBERTON,"[['37155961000', '37155961000']]",[0.28303850156087407]
FREMONT PHARMACY,"[['37191000103', '37191000200', '37191000103']]",[0.16628371024307656]
HARRIS TEETER - 200,"[['37183053409', '37183053426', '37183053408']]",[0.05343980343980344]
CVS - 4198,"[['37183052707', '37183054117', '37183052704']]",[0.16107717934480845]
PREVO DRUG INCORPORATED,"[['37151030502', '37151030600', '37151030201']]",[0.09913793103448276]
ABERDEEN PRESCRIPTION SHOPPE,"[['37125951101', '37125951102']]",[0.07740152038700761]
ANDREWS PHARMACY,"[['37067002100', '37067002200', '37067002100']]",[0.10641827229807324]
FAYETTEVILLE FAMILY MEDICAL CARE,"[['37051001800', '37051001800']]",[0.24131944444444445]
INDIAN TRAIL PHARMACY,"[['37179020313', '37179020313']]",[0.09339853300733496]
CVS - 1643,"[['37025041301', '37119006310', '37025041304']]",[0.03949348694794748]
BELMONT PHARMACY,"[['37157041501', '37157041602', '37157041502']]",[0.1915072171869755]
HARRIS TEETER - 33,"[['37081016101', '37081016102', '37081016102']]",[0.21368475274725274]
CAROLINAS MEDICAL CENTER PHARMACY,[['37025042402']],[0.13002552648372687]
CVS - 7574,"[['37121950400', '37121950400']]",[0.1119155978485726]
RITE AID - 11369,[['37101041004']],[0.09748892171344166]
WALGREENS - 9555,"[['37183054113', '37183054115']]",[0.08613127646702964]
AMERICARE PHARMACY CONSULTANTS,"[['37021003203', '37021003204', '37021003203']]",[0.08776833631484794]
CVS - 1737,"[['37179021005', '37179021020']]",[0.053836563527144964]
INGLES - 80,"[['37115010700', '37115010602']]",[0.11930363543266768]
COMPREHENSIVE CANCER CENTER PHARMACY,[['37067001100']],[0.24227642276422764]
STEDMAN DRUG CENTER,"[['37051002801', '37051002802', '37051002900', '37051002802']]",[0.1360279031596225]
RED SPRINGS DRUG COMPANY,"[['37155960301', '37155960301']]",[0.41146975869633345]
WAL-MART SUPERCENTER - 1237,"[['37085070500', '37085070500']]",[0.14095928226363008]
TURNER'S FAMILY PHARMACY,"[['37039930101', '37039930102', '37039930200', '37075920100', '37075920200', '37075920300', '37039930101']]",[0.16079203196755532]
CENTRAL PHARMACY,[['37063000102']],[0.1995172968624296]
HARRIS TEETER - 268,"[['37119006216', '37119006408', '37119006408']]",[0.06391699756628666]
BENNETTS PHARMACY,[['37081010900']],[0.27134502923976606]
RITE AID - 11316,"[['37067002807', '37067002808', '37067002809', '37067002804']]",[0.09647371922821024]
WILKES FAMILY PHARMACY,"[['37193961002', '37193960700']]",[0.18107131120604666]
RXCARE INCORPORATED,"[['37157041200', '37157041200']]",[0.37246309963099633]
WALKER'S PHARMACY,"[['37035011300', '37035011402', '37035011200']]",[0.13035551504102097]
RITE AID - 11468,"[['37119003600', '37119003701', '37119003702', '37119000401']]",[0.1828212894850714]
RITE AID - 11432,[['37071032302']],[0.299744081893794]
WALGREENS - 9135,[['37081012703']],[0.17745910822316827]
GURLEY'S HEALTH MART PHARMACY,"[['37063000200', '37063000900', '37063001002', '37063001100', '37063002200']]",[0.30718670552489613]
EVERGREEN PACKAGING FAMILY PHARMACY,"[['37087921302', '37087920400']]",[0.1604829210836278]
COLONIAL PHARMACY,"[['37091950101', '37091950102', '37091950101']]",[0.1954529222711582]
SAM'S CLUB - 8129,"[['37129010501', '37129010501']]",[0.2993421052631579]
BI-LO - 445,[['37119005306']],[0.2548596112311015]
CVS - 7031,"[['37081016008', '37081016009', '37081016009']]",[0.024327784891165175]
CARRBORO COMMUNITY HEALTH CENTER PHARMACY,[['37135011300']],[0.5842696629213483]
WALGREENS - 11423,"[['37135011300', '37135011601']]",[0.5862068965517241]
ALMAND'S DRUG STORE,"[['37127010302', '37127010506']]",[0.09171075837742504]
CVS - 3385,[['37147000701']],[0.43067937288656627]
SOUTHSIDE DRUG COMPANY,"[['37181960700', '37181960800', '37181960901', '37181960902', '37181960903', '37181960700']]",[0.29298421580531064]
BI-LO - 607,"[['37179020403', '37179020406']]",[0.10259564522081437]
RITE AID - 11370,[['37077970702']],[0.22145328719723184]
HARRIS TEETER - 88,"[['37119005908', '37119005910', '37119005910']]",[0.03423017326383998]
NEIL MEDICAL GROUP,"[['37079950301', '37107010900', '37107010900']]",[0.23520710059171598]
CVS - 6401,"[['37023020500', '37023020500']]",[0.23035328046142753]
RITE AID - 11566,"[['37021001500', '37021001601', '37021001601']]",[0.10009152175721774]
RITE AID - 11412,[['37127010506']],[0.0534604227103191]
HARRIS TEETER - 209,[['37119006212']],[0.060782883539995135]
LEGACY CONSULTANT PHARMACY,"[['37067003803', '37067003804']]",[0.12711209276642738]
CVS - 1752,"[['37063002007', '37063002025', '37063002026', '37063002007']]",[0.12805443860191773]
WALGREENS - 9897,"[['37107010500', '37107010600', '37107010600']]",[0.2459918871933552]
WAL-MART SUPERCENTER - 1155,"[['37155961301', '37155961400', '37155960900']]",[0.17251399052948774]
BLOUNTS MUTUAL DRUGS,"[['37041930101', '37187950100', '37041930101']]",[0.31262675580259897]
CVS - 4441,"[['37081013601', '37081014406', '37081014410', '37081014411', '37081014412', '37081016304', '37081014410']]",[0.13166441136671178]
CVS - 7344,[['37049961201']],[0.12451906260930395]
WAL-MART - 2496,"[['37189920601', '37189920601']]",[0.6230936819172114]
BIOLOGICS,"[['37183053512', '37183053512']]",[0.024744027303754267]
MOUNT OLIVE PHARMACY,"[['37191000700', '37191000700']]",[0.23747980613893377]
WALGREENS - 6927,"[['37195000502', '37195000501']]",[0.038657407407407404]
SAM'S CLUB - 8223,"[['37183054501', '37183054502', '37183054502']]",[0.2292027048278031]
LUTHERAN SERVICES FOR THE AGING,"[['37159051102', '37159050300']]",[0.23349797934440952]
BEDDINGFIELD DRUG COMPANY,"[['37101040906', '37101041004']]",[0.07806788511749348]
RITE AID - 11491,[['37119001917']],[0.255819209039548]
VALUE RX PHARMACY,"[['37061090302', '37061090301']]",[0.10869126840088728]
FLETCHER COMMUNITY PHARMACY,"[['37089930501', '37089930800', '37089930501']]",[0.0873404622283546]
BLOWING ROCK HOSPITAL / BLOWING ROCK SKILLED NURSING FACILITY,"[['37027031000', '37189920800', '37189920800']]",[0.03656150648080215]
ELK PHARMACY,"[['37193961202', '37171930901']]",[0.15210643015521064]
MARINE CORPS EXCHANGE PHARMACY-DOD,"[['37133000500', '37133000600', '37133000600']]",[0.030927835051546393]
MEDPRO RX,"[['37183053730', '37183054007', '37183053730']]",[0.08512553766129839]
CVS - 7943,[['37179021009']],[0.019684138246738384]
BI-LO - 420,"[['37097060601', '37097060603', '37097060601']]",[0.20952306244116725]
HARRIS TEETER - 30,[['37119003018']],[0.03765182186234818]
MOSES CONE HEALTH SYSTEM OUTPATIENT PHARMACY,[['37081010300']],[0.2722470540430719]
INGLES MARKETS - 116,"[['37043950101', '37043950102', '37043950201']]",[0.13084221623521144]
WALGREENS - 9458,"[['37021000500', '37021001601']]",[0.06808562099407425]
HARRIS TEETER - 342,"[['37081016007', '37081016007']]",[0.10982776089159067]
ASHWORTH REXALL DRUGS,"[['37183053507', '37183053517', '37183053507']]",[0.14266223245501833]
SPECTRUM INFUSION,[['37183052504']],[0.09381755296152183]
WAL-MART SUPERCENTER - 1641,"[['37117970200', '37117970500', '37117970200']]",[0.17638382786743015]
RITE AID - 11328,"[['37001020801', '37001020802', '37001020901', '37001020802']]",[0.1574279379157428]
CVS - 3987,"[['37137950101', '37137950103']]",[0.1397979797979798]
REALO DISCOUNT DRUG STORES,"[['37061090101', '37061090504', '37107011202', '37061090504']]",[0.17352158788622876]
WALGREENS - 10619,"[['37167930200', '37167931203']]",[0.3008377760853008]
WAL-MART SUPERCENTER - 4594,"[['37071030501', '37071030601', '37071030601']]",[0.10585186195607693]
GATEWAY PHARMACY,"[['37067003202', '37067003314', '37067003315', '37081016203', '37067003202']]",[0.13194912804701803]
MEDICAL PHARMACY OF LOCUST,"[['37167930802', '37167930801']]",[0.09458053532582994]
RITE AID - 11375,"[['37191001401', '37191001402', '37191001401']]",[0.2749251176722294]
CVS - 4846,"[['37129010300', '37129010504']]",[0.34365689195546495]
MORRISVILLE PHARMACY AND COMPOUNDING,"[['37183053616', '37183053611']]",[0.02509347735770669]
WALGREENS - 10608,"[['37071030404', '37071030901']]",[0.11933797909407666]
CAROLINAS MEDICAL CENTER - MEDICAL CENTER PLAZA,[['37119000301']],[0.044096728307254626]
CVS - 3643,"[['37067003308', '37067003311', '37067003312', '37067003307']]",[0.06938314134998386]
HARRIS TEETER - 379,[['37089931300']],[0.2447418738049713]
RITE AID - 11568,"[['37021001200', '37021001401', '37021001402']]",[0.08559894546053716]
WALGREENS - 10287,[['37119006212']],[0.060782883539995135]
HARRIS TEETER - 306,"[['37081012505', '37081012509', '37081012511', '37081012509']]",[0.032116176778607834]
RANDLEMAN DRUG,"[['37151031305', '37151031401']]",[0.25408195512482884]
CAROLINA PHARMACY,[['37151030201']],[0.2092063492063492]
OAK RIDGE FAMILY PHARMACY,"[['37081016003', '37081016201', '37081015902']]",[0.05500278103949076]
WALGREENS - 7715,"[['37147000501', '37147000501']]",[0.2705187130663165]
MEDICAL PARK PHARMACY AND HOME MEDICAL,[['37147001302']],[0.05690331787370674]
CENTRAL CAROLINA PHARMACY SERVICES,[['37025042402']],[0.13002552648372687]
CVS - 2306,[['37183053408']],[0.03761833582461385]
WAL-MART - 2000,"[['37055970102', '37055970102']]",[0.03657205240174673]
SCOTTIE'S HEALTH MART PHARMACY,[['37061090705']],[0.1138996138996139]
RITE AID - 11347,"[['37081010100', '37081010300', '37081010900', '37081011000', '37081011101', '37081012707', '37081010900']]",[0.32150832642123395]
GUY'S FAMILY PHARMACY INCORPORATED,"[['37057060500', '37057060800', '37057061000', '37057061000']]",[0.19839560676214063]
CVS - 2357,[['37119006209']],[0.06798110494968165]
NALLE PHARMACY,[['37119002600']],[0.053166536356528536]
UNIVERSITY OF NORTH CAROLINA AT GREENSBORO STUDENT HEALTH PHARMACY,"[['37081010701', '37081010702', '37081010702']]",[0.24318469037732443]
WAL-MART SUPERCENTER - 4564,"[['37191000104', '37191001103', '37191001104', '37191001102']]",[0.06803553038105047]
CVS - 7420,"[['37019020504', '37019020505', '37019020515', '37019020516', '37047931301', '37019020515']]",[0.08756014434643143]
BEST CARE PHARMACY LONG TERM CARE,[['37077970400']],[0.24764033780427222]
RITE AID - 11538,"[['37049960700', '37049960700']]",[0.1736150770988007]
SCOTLAND DRUG STORE,"[['37165010200', '37165010601', '37165010602', '37165010200']]",[0.30247933884297523]
AVACARE INCORPORATED,"[['37081016011', '37081980100', '37081016011']]",[0.20074059637497563]
EXPRESS CARE PHARMACY,[['37013930300']],[0.29134967596506056]
RITE AID - 11408,"[['37063002022', '37063002024', '37063002022']]",[0.061003699308996996]
RITE AID - 11421,[['37065021000']],[0.2590742590742591]
WARREN DRUG COMPANY,"[['37085070200', '37101041203', '37101041401', '37101041402', '37101041510', '37101041402']]",[0.23004799642817278]
CVS - 3803,[['37097061403']],[0.07197513151602104]
HARRIS TEETER,"[['37129011906', '37129011906']]",[0.32959326788218796]
CVS - 7324,"[['37131920103', '37091950101']]",[0.1330171635049684]
CVS - 7321,"[['37037020105', '37037020107', '37037020105']]",[0.04011824324324324]
WALGREENS - 6480,"[['37119005533', '37119005527']]",[0.038683747802059784]
RITE AID - 11462,[['37159050201']],[0.3207414359455655]
CVS - 5264,"[['37119005816', '37119005852', '37119005816']]",[0.059654204761473706]
HARRIS TEETER - 221,[['37049960402']],[0.1796434213495825]
KAITLYN'S PHARMACY,"[['37119005913', '37119005915', '37119005915']]",[0.041999023278528405]
BEHAVIORAL HEALTH CENTER CAROLINA MEDICAL CENTER RANDOLPH PHARMACY,"[['37119002300', '37119002300']]",[0.49764816556914393]
WALGREENS - 9288,"[['37191001900', '37191001900']]",[0.3249630723781389]
BI-LO - 200,"[['37119005513', '37119005526', '37119005530', '37119005525']]",[0.0542646642108246]
WALGREENS - 6742,"[['37071032600', '37071032600']]",[0.04036353916065223]
GIBSONVILLE PHARMACY,"[['37001021600', '37081015201', '37001021701']]",[0.10270905219881066]
HARRIS TEETER - 208,"[['37119002201', '37119002201']]",[0.03472740851381628]
SAM'S CLUB - 6452,"[['37021001402', '37021001402']]",[0.09283915077365959]
HARRIS TEETER - 167,"[['37119005522', '37119005522']]",[0.006734738214208125]
BI-LO - 633,"[['37071032506', '37071032506']]",[0.1502708867978329]
WALGREENS - 7549,"[['37183054106', '37183054118']]",[0.12168141592920353]
FOOD LION - 1228,"[['37181960400', '37181960400']]",[0.0629793167557518]
PHARMACY ON THE PARK,[['37119002300']],[0.49764816556914393]
RITE AID - 11315,"[['37171930101', '37171930201', '37171930301', '37171930302', '37171930302']]",[0.2137509993458827]
WALGREENS - 1376,"[['37119002905', '37119002909', '37119002909']]",[0.05344647908292392]
WALGREENS - 4869,[['37119004200']],[0.16436974789915967]
BI-LO - 717,"[['37109070400', '37109070700', '37109070100']]",[0.16940676805041788]
WALGREENS - 11691,[['37051003800']],[0.354014598540146]
BI-LO - 444,"[['37119004306', '37119004307', '37119004306']]",[0.08741201505974791]
RURAL HEALTH GROUP AT TWIN COUNTY,"[['37083930800', '37185950103', '37083930800']]",[0.2774830653717457]
INGLES MARKETS - 30,[['37021002206']],[0.03721754541426672]
BANNER ELK PHARMACY,"[['37011930100', '37189920200', '37189921000', '37189921000']]",[0.1428408572731418]
PSA CLINIC PHARMACY,"[['37021002705', '37021003002', '37021003004', '37021003002']]",[0.11911487758945385]
CAROLINA APOTHECARY,[['37157041502']],[0.2700656234225139]
LEWISVILLE DRUG COMPANY,[['37067004011']],[0.128693039559339]
INGLES MARKETS - 43,[['37089930600']],[0.10092610092610092]
CVS - 7335,[['37195000402']],[0.19092516205067767]
JONES DRUG HEALTH MART PHARMACY,"[['37023020100', '37023020600', '37023020500']]",[0.32868775446288756]
OMNICARE PHARMACY,"[['37035011000', '37035011000']]",[0.33442892358258014]
CAROLINAS MEDICAL CENTER - MYERS PARK PHARMACY,[['37119002701']],[0.008608815426997245]
WALGREENS - 7170,"[['37183053109', '37183053105']]",[0.11462868515984576]
CVS - 1395,"[['37063001806', '37063001900', '37063001808']]",[0.0373103562005277]
WAL-MART - 1816,"[['37183054109', '37183054114', '37183054115', '37183054115']]",[0.09808899715236559]
NAVAL HEALTH CLINIC CHERRY POINT-DOD,"[['37049961202', '37049961201']]",[0.1572362809212397]
WAL-MART - 1166,"[['37017950200', '37017950301', '37017950401', '37017950401']]",[0.34560766182298547]
DICKERSONS PHARMACY INCORPORATED,"[['37017950102', '37017950402', '37017950401']]",[0.3106139438085328]
WAL-MART - 2134,[['37119005534']],[0.17955112219451372]
RITE AID - 11350,"[['37081012621', '37081016701', '37081016702', '37081012621']]",[0.13225936774063227]
SALEM HEALTHCARE PHARMACY,"[['37067003903', '37067003905', '37067003903']]",[0.12888126072710251]
RITE AID - 11470,"[['37119005301', '37119005305', '37119005301']]",[0.2560089853987271]
WALGREENS - 10212,[['37021002000']],[0.14382652308600088]
BURTON'S PHARMACY,"[['37081010800', '37081011201', '37081010800']]",[0.24071254567600486]
MOUNT PILOT DRUG,"[['37169070301', '37169070302', '37169070400', '37171931200']]",[0.11287099400488491]
WALGREENS - 10090,[['37067003703']],[0.05761511216056671]
WAL-MART SUPERCENTER - 1354,"[['37013930300', '37013930300']]",[0.29134967596506056]
CVS - 2356,[['37183052812']],[0.04499084488621501]
RITE AID - 11469,[['37119001801']],[0.19832826747720364]
WALGREENS - 13960,"[['37155960403', '37155962001', '37155962002', '37155962001']]",[0.322185154295246]
CVS - 3860,"[['37021003106', '37021003107']]",[0.0476535604276137]
WALGREENS - 12779,[['37021002607']],[0.05954279638490165]
UPCHURCH DRUG,"[['37063001708', '37063001710', '37063001710']]",[0.11174177665321754]
PEOPLES DRUG STORE,"[['37003040400', '37003040400']]",[0.1804089709762533]
WALGREENS - 11200,[['37063001711']],[0.14487150329770299]
